seed,method,freeze,blockage_%,train_frac,train_samples,ft_epochs,selected_epoch,total_params,trainable_params,train_time_s,eval_time_s,val_acc_%,test_acc_%,val_top1_%,val_top2_incl_%,val_top3_incl_%,val_top4_incl_%,val_top1_m0db_%,val_top1_m1db_%,val_top1_m2db_%,val_top1_m3db_%,val_top2_m0db_%,val_top2_m1db_%,val_top2_m2db_%,val_top2_m3db_%,val_top3_m0db_%,val_top3_m1db_%,val_top3_m2db_%,val_top3_m3db_%,val_top4_m0db_%,val_top4_m1db_%,val_top4_m2db_%,val_top4_m3db_%,val_avg_rsrp_loss_db,val_p95_rsrp_loss_db,test_top1_%,test_top2_incl_%,test_top3_incl_%,test_top4_incl_%,test_top1_m0db_%,test_top1_m1db_%,test_top1_m2db_%,test_top1_m3db_%,test_top2_m0db_%,test_top2_m1db_%,test_top2_m2db_%,test_top2_m3db_%,test_top3_m0db_%,test_top3_m1db_%,test_top3_m2db_%,test_top3_m3db_%,test_top4_m0db_%,test_top4_m1db_%,test_top4_m2db_%,test_top4_m3db_%,test_avg_rsrp_loss_db,test_p95_rsrp_loss_db,results_schema_version,job_path
456,BL-AG,none,0,1.000000,108000,0,0,82096,82096,339.382980,0.350320,98.266667,98.366667,79.016667,92.083333,96.500000,98.100000,79.016667,87.683333,91.450000,93.716667,92.083333,95.750000,97.383333,98.233333,96.500000,98.266667,99.016667,99.383333,98.100000,99.166667,99.500000,99.666667,0.677052,3.926219,78.250000,93.033333,96.400000,98.100000,78.250000,87.200000,91.466667,94.100000,93.033333,96.350000,97.650000,98.566667,96.400000,98.366667,98.900000,99.383333,98.100000,99.266667,99.550000,99.700000,0.632719,3.593979,v4.1,jobs/baseline/bl_ag_eval
456,BL-AG,none,20,1.000000,108000,0,0,82096,82096,339.382980,0.337572,93.366667,92.750000,62.166667,79.966667,88.383333,92.866667,62.166667,72.600000,78.950000,83.216667,79.966667,87.300000,91.166667,93.233333,88.383333,93.366667,95.850000,97.166667,92.866667,96.266667,97.833333,98.550000,1.708920,10.270918,61.766667,79.766667,87.783333,92.400000,61.766667,71.366667,78.366667,83.033333,79.766667,86.183333,90.283333,92.883333,87.783333,92.750000,95.450000,96.766667,92.400000,95.733333,97.400000,98.200000,1.651894,8.969885,v4.1,jobs/baseline/bl_ag_eval
456,BL-AG,none,40,1.000000,108000,0,0,82096,82096,339.382980,0.346384,85.166667,84.950000,47.333333,66.633333,77.433333,85.500000,47.333333,56.016667,62.833333,68.150000,66.633333,74.600000,79.950000,83.416667,77.433333,85.166667,89.533333,92.450000,85.500000,91.150000,94.200000,95.866667,3.440082,16.681479,46.066667,65.683333,77.750000,85.666667,46.066667,54.233333,61.133333,66.450000,65.683333,73.083333,78.933333,82.916667,77.750000,84.950000,89.650000,92.533333,85.666667,90.866667,94.216667,96.233333,3.493361,16.033724,v4.1,jobs/baseline/bl_ag_eval
456,BL-AG,none,60,1.000000,108000,0,0,82096,82096,339.382980,0.339957,79.250000,78.900000,38.816667,59.466667,71.183333,80.616667,38.816667,45.933333,51.900000,57.100000,59.466667,67.066667,72.616667,76.766667,71.183333,79.250000,84.733333,88.433333,80.616667,87.233333,91.450000,93.883333,5.038544,18.607846,37.183333,58.516667,71.200000,81.316667,37.183333,44.150000,50.450000,55.750000,58.516667,65.833333,71.950000,76.283333,71.200000,78.900000,84.600000,88.483333,81.316667,87.500000,91.633333,94.516667,5.098738,18.456330,v4.1,jobs/baseline/bl_ag_eval
456,BL-AG,none,80,1.000000,108000,0,0,82096,82096,339.382980,0.392115,76.083333,75.116667,33.900000,55.433333,67.833333,78.183333,33.900000,40.383333,45.716667,50.733333,55.433333,63.366667,69.100000,73.716667,67.833333,76.083333,81.900000,85.950000,78.183333,84.866667,89.616667,92.283333,6.099391,20.022718,32.366667,54.350000,67.066667,78.033333,32.366667,38.783333,44.616667,49.950000,54.350000,61.816667,67.966667,73.000000,67.066667,75.116667,81.383333,85.783333,78.033333,84.616667,89.116667,92.500000,6.076001,19.574018,v4.1,jobs/baseline/bl_ag_eval
456,BL-AG,none,100,1.000000,108000,0,0,82096,82096,339.382980,0.340154,73.400000,72.983333,30.150000,52.616667,65.000000,75.766667,30.150000,36.183333,41.383333,46.383333,52.616667,60.716667,66.866667,71.783333,65.000000,73.400000,79.516667,83.933333,75.766667,82.750000,87.733333,90.800000,6.788194,20.620539,28.216667,50.983333,64.750000,76.033333,28.216667,34.450000,40.083333,45.533333,50.983333,59.083333,65.250000,70.533333,64.750000,72.983333,79.216667,84.016667,76.033333,82.800000,87.266667,90.966667,6.749717,20.400391,v4.1,jobs/baseline/bl_ag_eval
456,BL-AW,none,0,1.000000,108000,0,12,82096,82096,344.439460,0.000000,98.266667,98.366667,79.016667,92.083333,96.500000,98.100000,79.016667,87.683333,91.450000,93.716667,92.083333,95.750000,97.383333,98.233333,96.500000,98.266667,99.016667,99.383333,98.100000,99.166667,99.500000,99.666667,0.677052,3.926219,78.250000,93.033333,96.400000,98.100000,78.250000,87.200000,91.466667,94.100000,93.033333,96.350000,97.650000,98.566667,96.400000,98.366667,98.900000,99.383333,98.100000,99.266667,99.550000,99.700000,0.632719,3.593979,v4.1,jobs/baseline/bl_aw_blockage_000
456,BL-AW,none,20,1.000000,108000,0,10,82096,82096,345.232737,0.000000,98.333333,98.266667,78.700000,92.066667,96.400000,97.916667,78.700000,87.400000,91.233333,93.383333,92.066667,95.833333,97.333333,98.200000,96.400000,98.333333,99.033333,99.433333,97.916667,99.033333,99.466667,99.650000,0.726264,4.226556,77.816667,92.683333,96.700000,98.066667,77.816667,86.983333,91.083333,93.483333,92.683333,96.050000,97.383333,98.283333,96.700000,98.266667,98.783333,99.300000,98.066667,99.100000,99.383333,99.633333,0.698259,3.976478,v4.1,jobs/baseline/bl_aw_blockage_020
456,BL-AW,none,40,1.000000,108000,0,14,82096,82096,336.399688,0.000000,98.300000,98.333333,78.233333,92.200000,96.300000,97.766667,78.233333,86.950000,90.800000,93.000000,92.200000,96.050000,97.566667,98.333333,96.300000,98.300000,99.000000,99.383333,97.766667,99.016667,99.416667,99.633333,0.777527,4.536567,77.816667,92.083333,96.583333,97.983333,77.816667,86.266667,90.350000,92.866667,92.083333,95.933333,97.233333,98.266667,96.583333,98.333333,99.050000,99.450000,97.983333,99.083333,99.450000,99.633333,0.764050,4.466431,v4.1,jobs/baseline/bl_aw_blockage_040
456,BL-AW,none,60,1.000000,108000,0,14,82096,82096,336.644190,0.000000,98.200000,98.216667,78.766667,92.266667,96.233333,97.816667,78.766667,87.116667,90.750000,92.716667,92.266667,96.000000,97.416667,98.216667,96.233333,98.200000,98.866667,99.250000,97.816667,98.950000,99.400000,99.616667,0.781466,4.552486,77.516667,92.350000,96.616667,98.033333,77.516667,86.300000,90.316667,92.566667,92.350000,95.800000,97.333333,98.116667,96.616667,98.216667,98.850000,99.283333,98.033333,99.050000,99.416667,99.633333,0.795041,4.633104,v4.1,jobs/baseline/bl_aw_blockage_060
