epoch,train_loss_total,train_loss_ce,train_loss_kpi,val_acc_%,test_acc_%,epoch_time_s,val_top1_%,val_top2_incl_%,val_top3_incl_%,val_top4_incl_%,val_top1_m0db_%,val_top1_m1db_%,val_top1_m2db_%,val_top1_m3db_%,val_top2_m0db_%,val_top2_m1db_%,val_top2_m2db_%,val_top2_m3db_%,val_top3_m0db_%,val_top3_m1db_%,val_top3_m2db_%,val_top3_m3db_%,val_top4_m0db_%,val_top4_m1db_%,val_top4_m2db_%,val_top4_m3db_%,val_avg_rsrp_loss_db,val_p95_rsrp_loss_db,test_top1_%,test_top2_incl_%,test_top3_incl_%,test_top4_incl_%,test_top1_m0db_%,test_top1_m1db_%,test_top1_m2db_%,test_top1_m3db_%,test_top2_m0db_%,test_top2_m1db_%,test_top2_m2db_%,test_top2_m3db_%,test_top3_m0db_%,test_top3_m1db_%,test_top3_m2db_%,test_top3_m3db_%,test_top4_m0db_%,test_top4_m1db_%,test_top4_m2db_%,test_top4_m3db_%,test_avg_rsrp_loss_db,test_p95_rsrp_loss_db
1,1.144688,1.144688,0.000000,95.183333,95.250000,16.824010,68.416667,85.050000,92.416667,95.350000,68.416667,77.200000,82.983333,86.450000,85.050000,89.916667,92.833333,94.500000,92.416667,95.183333,96.566667,97.450000,95.350000,97.366667,98.016667,98.566667,1.469807,9.411893,68.200000,85.416667,92.316667,95.350000,68.200000,77.650000,83.600000,87.200000,85.416667,90.150000,92.716667,94.650000,92.316667,95.250000,96.583333,97.600000,95.350000,97.283333,98.033333,98.633333,1.390046,9.005907
2,0.844464,0.844464,0.000000,96.316667,96.316667,18.416482,72.633333,88.033333,93.766667,96.433333,72.633333,81.616667,86.466667,88.883333,88.033333,92.633333,94.666667,96.016667,93.766667,96.316667,97.250000,98.016667,96.433333,98.066667,98.700000,99.066667,1.265049,8.358481,71.633333,88.583333,93.916667,96.133333,71.633333,80.850000,85.950000,89.000000,88.583333,92.683333,94.783333,96.283333,93.916667,96.316667,97.333333,98.200000,96.133333,97.650000,98.316667,98.916667,1.207723,8.067016
3,0.784366,0.784366,0.000000,97.150000,96.583333,18.640776,74.416667,89.266667,94.783333,96.833333,74.416667,83.016667,87.483333,89.950000,89.266667,93.283333,95.133333,96.266667,94.783333,97.150000,98.000000,98.566667,96.833333,98.366667,98.883333,99.250000,1.130094,7.588189,73.466667,89.166667,94.233333,96.466667,73.466667,82.166667,86.850000,89.366667,89.166667,93.283333,95.000000,96.366667,94.233333,96.583333,97.550000,98.300000,96.466667,97.933333,98.583333,99.116667,1.129673,7.559470
4,0.741538,0.741538,0.000000,96.733333,96.466667,17.388583,72.550000,88.416667,94.500000,96.766667,72.550000,81.566667,86.666667,89.683333,88.416667,92.916667,94.950000,96.400000,94.500000,96.733333,97.716667,98.316667,96.766667,98.300000,98.900000,99.216667,1.106053,6.854245,71.516667,88.916667,94.450000,96.916667,71.516667,80.533333,85.933333,89.333333,88.916667,92.883333,94.933333,96.300000,94.450000,96.466667,97.616667,98.483333,96.916667,98.233333,98.783333,99.300000,1.160969,7.443063
5,0.720396,0.720396,0.000000,97.016667,96.583333,16.285795,74.683333,89.166667,94.666667,96.983333,74.683333,83.450000,87.650000,90.083333,89.166667,93.416667,95.283333,96.650000,94.666667,97.016667,97.966667,98.616667,96.983333,98.283333,98.916667,99.233333,1.084489,7.385218,74.316667,89.583333,94.700000,96.900000,74.316667,82.866667,87.233333,89.933333,89.583333,93.233333,95.016667,96.366667,94.700000,96.583333,97.400000,98.283333,96.900000,98.083333,98.616667,99.066667,1.059546,7.064053
6,0.706270,0.706270,0.000000,96.733333,96.283333,19.352985,73.483333,89.416667,94.233333,96.883333,73.483333,81.983333,86.433333,88.966667,89.416667,93.183333,95.100000,96.366667,94.233333,96.733333,97.783333,98.416667,96.883333,98.316667,98.966667,99.250000,1.176886,7.819913,72.066667,89.050000,94.016667,96.383333,72.066667,80.816667,85.633333,88.966667,89.050000,93.116667,94.833333,96.400000,94.016667,96.283333,97.350000,98.300000,96.383333,97.916667,98.500000,99.066667,1.175443,7.623753
7,0.697393,0.697393,0.000000,97.100000,97.100000,19.423544,74.966667,89.400000,94.783333,96.683333,74.966667,83.833333,88.066667,90.466667,89.400000,93.583333,95.350000,96.466667,94.783333,97.100000,98.083333,98.533333,96.683333,98.150000,98.833333,99.150000,1.051369,6.819129,73.866667,89.966667,94.983333,97.083333,73.866667,82.333333,87.100000,90.116667,89.966667,93.883333,95.533333,96.883333,94.983333,97.100000,97.883333,98.600000,97.083333,98.300000,98.766667,99.216667,1.037421,6.600087
8,0.686712,0.686712,0.000000,97.116667,97.216667,18.727668,76.266667,89.833333,94.833333,97.116667,76.266667,84.700000,88.900000,91.050000,89.833333,93.866667,95.533333,96.716667,94.833333,97.116667,97.916667,98.583333,97.116667,98.383333,98.900000,99.266667,0.989696,6.145481,75.783333,90.650000,95.283333,97.000000,75.783333,84.616667,89.033333,91.616667,90.650000,94.150000,95.916667,97.233333,95.283333,97.216667,97.966667,98.633333,97.000000,98.433333,98.833333,99.333333,0.925664,5.738515
9,0.679402,0.679402,0.000000,97.133333,96.883333,19.522666,73.383333,89.450000,94.983333,97.216667,73.383333,82.366667,87.233333,90.216667,89.450000,93.666667,95.616667,96.866667,94.983333,97.133333,98.133333,98.733333,97.216667,98.433333,99.000000,99.316667,1.014851,6.089648,72.966667,89.283333,94.833333,97.066667,72.966667,81.566667,86.850000,90.233333,89.283333,93.183333,95.116667,96.433333,94.833333,96.883333,97.883333,98.616667,97.066667,98.283333,98.850000,99.333333,1.041215,6.464536
10,0.668455,0.668455,0.000000,97.150000,97.233333,18.653681,76.400000,89.933333,95.033333,97.233333,76.400000,84.300000,88.233333,90.633333,89.933333,93.833333,95.566667,96.750000,95.033333,97.150000,97.933333,98.600000,97.233333,98.450000,98.966667,99.266667,1.008296,6.757910,76.083333,90.633333,95.200000,97.333333,76.083333,84.533333,88.733333,91.366667,90.633333,94.200000,95.916667,97.100000,95.200000,97.233333,97.950000,98.666667,97.333333,98.516667,98.900000,99.333333,0.963909,6.273940
11,0.663890,0.663890,0.000000,97.233333,97.233333,18.875501,75.583333,90.183333,94.933333,97.266667,75.583333,84.133333,88.433333,90.933333,90.183333,93.916667,95.833333,96.850000,94.933333,97.233333,98.050000,98.666667,97.266667,98.516667,99.033333,99.300000,0.965517,6.154737,74.450000,90.633333,95.400000,97.200000,74.450000,83.366667,87.866667,90.816667,90.633333,94.200000,95.966667,97.066667,95.400000,97.233333,98.050000,98.800000,97.200000,98.500000,98.916667,99.466667,0.986495,6.519142
12,0.654663,0.654663,0.000000,97.150000,96.900000,19.094333,74.616667,89.400000,94.750000,96.866667,74.616667,83.333333,87.900000,90.733333,89.400000,93.616667,95.683333,96.816667,94.750000,97.150000,98.133333,98.766667,96.866667,98.333333,98.950000,99.316667,1.007717,6.100423,74.450000,89.833333,94.650000,97.016667,74.450000,83.300000,88.216667,91.050000,89.833333,93.750000,95.733333,96.983333,94.650000,96.900000,97.966667,98.733333,97.016667,98.350000,98.833333,99.366667,0.972065,6.045893
