epoch,train_loss_total,train_loss_ce,train_loss_kpi,val_acc_%,test_acc_%,epoch_time_s,val_top1_%,val_top2_incl_%,val_top3_incl_%,val_top4_incl_%,val_top1_m0db_%,val_top1_m1db_%,val_top1_m2db_%,val_top1_m3db_%,val_top2_m0db_%,val_top2_m1db_%,val_top2_m2db_%,val_top2_m3db_%,val_top3_m0db_%,val_top3_m1db_%,val_top3_m2db_%,val_top3_m3db_%,val_top4_m0db_%,val_top4_m1db_%,val_top4_m2db_%,val_top4_m3db_%,val_avg_rsrp_loss_db,val_p95_rsrp_loss_db,test_top1_%,test_top2_incl_%,test_top3_incl_%,test_top4_incl_%,test_top1_m0db_%,test_top1_m1db_%,test_top1_m2db_%,test_top1_m3db_%,test_top2_m0db_%,test_top2_m1db_%,test_top2_m2db_%,test_top2_m3db_%,test_top3_m0db_%,test_top3_m1db_%,test_top3_m2db_%,test_top3_m3db_%,test_top4_m0db_%,test_top4_m1db_%,test_top4_m2db_%,test_top4_m3db_%,test_avg_rsrp_loss_db,test_p95_rsrp_loss_db
1,1.052773,1.052773,0.000000,96.650000,96.850000,16.782912,71.050000,88.100000,93.983333,96.583333,71.050000,80.900000,86.533333,89.583333,88.100000,92.600000,94.933333,96.266667,93.983333,96.650000,97.933333,98.500000,96.583333,98.216667,98.883333,99.166667,1.072435,6.540190,70.800000,88.116667,94.116667,96.650000,70.800000,80.750000,86.466667,89.650000,88.116667,92.783333,94.983333,96.700000,94.116667,96.850000,97.933333,98.683333,96.650000,98.350000,99.016667,99.350000,1.022704,6.068121
2,0.756482,0.756482,0.000000,97.400000,97.650000,16.667367,74.083333,89.683333,95.083333,97.216667,74.083333,83.600000,88.850000,91.566667,89.683333,93.950000,96.200000,97.233333,95.083333,97.400000,98.333333,98.850000,97.216667,98.633333,99.166667,99.466667,0.928340,5.293833,73.533333,90.633333,95.283333,97.283333,73.533333,83.700000,88.966667,91.750000,90.633333,94.733333,96.333333,97.450000,95.283333,97.650000,98.383333,99.033333,97.283333,98.650000,99.116667,99.483333,0.909597,5.296405
3,0.700842,0.700842,0.000000,97.650000,97.816667,16.828452,75.966667,90.816667,95.500000,97.350000,75.966667,85.033333,89.516667,92.116667,90.816667,94.750000,96.433333,97.483333,95.500000,97.650000,98.483333,98.966667,97.350000,98.683333,99.200000,99.516667,0.835148,4.843489,74.983333,91.350000,95.783333,97.650000,74.983333,84.383333,89.116667,92.050000,91.350000,95.300000,96.833333,97.850000,95.783333,97.816667,98.550000,99.050000,97.650000,98.816667,99.166667,99.483333,0.813677,4.881209
4,0.653322,0.653322,0.000000,97.800000,97.816667,16.715080,76.383333,91.283333,95.750000,97.283333,76.383333,85.366667,89.716667,92.216667,91.283333,95.383333,96.766667,97.700000,95.750000,97.800000,98.633333,99.050000,97.283333,98.650000,99.216667,99.450000,0.811265,4.630388,75.150000,91.433333,95.816667,97.650000,75.150000,84.900000,89.716667,92.450000,91.433333,95.383333,96.966667,98.050000,95.816667,97.816667,98.466667,99.083333,97.650000,98.850000,99.283333,99.616667,0.779018,4.489450
5,0.634009,0.634009,0.000000,97.866667,97.966667,17.558117,77.900000,91.433333,95.966667,97.683333,77.900000,86.533333,90.350000,92.616667,91.433333,95.266667,96.700000,97.683333,95.966667,97.866667,98.683333,99.066667,97.683333,98.783333,99.266667,99.533333,0.764968,4.601983,77.266667,91.966667,96.066667,97.983333,77.266667,86.200000,90.300000,92.866667,91.966667,95.433333,96.833333,97.750000,96.066667,97.966667,98.600000,99.116667,97.983333,99.050000,99.350000,99.683333,0.726902,4.371172
6,0.608190,0.608190,0.000000,97.766667,98.133333,17.461511,76.316667,91.533333,95.833333,97.716667,76.316667,85.133333,89.516667,92.133333,91.533333,95.150000,96.783333,97.866667,95.833333,97.766667,98.600000,99.083333,97.716667,98.800000,99.266667,99.550000,0.828243,4.950696,75.333333,91.500000,96.233333,97.833333,75.333333,84.583333,89.366667,92.266667,91.500000,95.250000,96.733333,97.766667,96.233333,98.133333,98.766667,99.333333,97.833333,99.033333,99.333333,99.650000,0.808992,4.907280
7,0.607069,0.607069,0.000000,97.883333,98.216667,16.855823,77.716667,91.766667,95.966667,97.600000,77.716667,86.066667,90.550000,93.016667,91.766667,95.550000,97.000000,97.900000,95.966667,97.883333,98.550000,99.000000,97.600000,98.700000,99.200000,99.466667,0.747709,4.227920,76.900000,91.983333,96.133333,97.950000,76.900000,85.900000,90.450000,93.033333,91.983333,95.716667,97.333333,98.283333,96.133333,98.216667,98.950000,99.350000,97.950000,99.016667,99.366667,99.650000,0.693383,4.210689
8,0.587758,0.587758,0.000000,98.050000,98.316667,16.966456,78.233333,91.933333,96.000000,97.800000,78.233333,86.983333,90.916667,93.266667,91.933333,95.633333,97.116667,98.000000,96.000000,98.050000,98.750000,99.083333,97.800000,98.783333,99.316667,99.616667,0.732937,4.072533,77.700000,92.483333,96.533333,97.850000,77.700000,86.266667,90.466667,93.000000,92.483333,95.983333,97.450000,98.416667,96.533333,98.316667,98.916667,99.316667,97.850000,98.916667,99.250000,99.550000,0.692669,4.176358
9,0.581745,0.581745,0.000000,97.866667,98.333333,16.791789,78.350000,91.966667,96.133333,97.833333,78.350000,87.033333,91.133333,93.566667,91.966667,95.500000,97.033333,97.900000,96.133333,97.866667,98.600000,99.066667,97.833333,98.883333,99.300000,99.550000,0.689528,3.901944,77.300000,92.333333,96.350000,97.883333,77.300000,86.166667,90.416667,93.350000,92.333333,95.916667,97.383333,98.366667,96.350000,98.333333,98.966667,99.316667,97.883333,99.066667,99.383333,99.566667,0.665918,3.991607
10,0.568534,0.568534,0.000000,98.166667,98.366667,17.036735,78.983333,92.933333,96.350000,98.000000,78.983333,87.566667,91.550000,93.416667,92.933333,96.066667,97.416667,98.166667,96.350000,98.166667,98.883333,99.200000,98.000000,98.983333,99.400000,99.633333,0.707059,4.018788,77.916667,92.583333,96.633333,98.083333,77.916667,86.933333,90.833333,93.200000,92.583333,96.200000,97.333333,98.250000,96.633333,98.366667,98.866667,99.366667,98.083333,99.083333,99.366667,99.683333,0.719559,4.156701
