epoch,train_loss_total,train_loss_ce,train_loss_kpi,val_acc_%,test_acc_%,epoch_time_s,val_top1_%,val_top2_incl_%,val_top3_incl_%,val_top4_incl_%,val_top1_m0db_%,val_top1_m1db_%,val_top1_m2db_%,val_top1_m3db_%,val_top2_m0db_%,val_top2_m1db_%,val_top2_m2db_%,val_top2_m3db_%,val_top3_m0db_%,val_top3_m1db_%,val_top3_m2db_%,val_top3_m3db_%,val_top4_m0db_%,val_top4_m1db_%,val_top4_m2db_%,val_top4_m3db_%,val_avg_rsrp_loss_db,val_p95_rsrp_loss_db,test_top1_%,test_top2_incl_%,test_top3_incl_%,test_top4_incl_%,test_top1_m0db_%,test_top1_m1db_%,test_top1_m2db_%,test_top1_m3db_%,test_top2_m0db_%,test_top2_m1db_%,test_top2_m2db_%,test_top2_m3db_%,test_top3_m0db_%,test_top3_m1db_%,test_top3_m2db_%,test_top3_m3db_%,test_top4_m0db_%,test_top4_m1db_%,test_top4_m2db_%,test_top4_m3db_%,test_avg_rsrp_loss_db,test_p95_rsrp_loss_db
1,1.420507,1.420507,0.000000,96.083333,96.250000,1.062812,67.366667,86.016667,93.433333,96.850000,67.366667,76.566667,81.950000,85.233333,86.033333,90.750000,93.666667,95.166667,93.450000,96.083333,97.583333,98.366667,96.866667,98.233333,99.083333,99.383333,1.627671,10.866176,65.866667,85.333333,93.083333,96.183333,65.883333,76.283333,81.666667,85.016667,85.350000,90.866667,93.466667,94.900000,93.083333,96.250000,97.583333,98.450000,96.183333,98.183333,98.950000,99.333333,1.666244,11.018840
2,0.854708,0.854708,0.000000,96.266667,96.400000,1.048977,69.033333,87.033333,93.950000,97.183333,69.050000,78.816667,83.600000,86.816667,87.050000,91.466667,93.966667,95.533333,93.966667,96.266667,97.583333,98.350000,97.200000,98.450000,99.083333,99.416667,1.386928,9.375142,68.766667,87.233333,93.850000,96.700000,68.766667,79.116667,84.300000,87.416667,87.250000,92.283333,94.633333,96.016667,93.850000,96.400000,97.416667,98.200000,96.700000,98.450000,99.050000,99.366667,1.392183,9.236464
3,0.773028,0.773028,0.000000,96.400000,96.550000,1.042357,70.783333,87.483333,94.216667,97.283333,70.800000,80.033333,84.683333,87.950000,87.500000,91.950000,94.233333,95.766667,94.233333,96.400000,97.700000,98.450000,97.300000,98.516667,99.133333,99.483333,1.262557,8.307161,69.883333,88.183333,94.250000,96.850000,69.883333,79.900000,84.966667,88.250000,88.200000,92.716667,94.900000,96.150000,94.250000,96.550000,97.616667,98.283333,96.850000,98.516667,99.133333,99.300000,1.258472,8.241924
4,0.735312,0.735312,0.000000,96.983333,97.450000,1.060466,72.000000,88.766667,94.983333,97.600000,72.016667,80.666667,85.200000,88.016667,88.783333,92.683333,94.816667,96.266667,95.000000,96.983333,98.100000,98.733333,97.600000,98.833333,99.300000,99.566667,1.276890,8.847425,71.800000,89.400000,95.183333,97.266667,71.800000,81.383333,85.883333,88.650000,89.416667,93.550000,95.550000,96.633333,95.183333,97.450000,98.416667,98.883333,97.266667,98.700000,99.266667,99.500000,1.273429,8.787643
5,0.713689,0.713689,0.000000,96.833333,97.166667,1.048258,71.216667,88.416667,94.816667,97.450000,71.233333,80.550000,85.150000,88.383333,88.433333,92.733333,94.883333,96.300000,94.833333,96.833333,98.066667,98.633333,97.466667,98.666667,99.233333,99.550000,1.219194,7.679901,70.833333,88.866667,94.883333,97.200000,70.833333,80.483333,85.683333,88.850000,88.866667,92.983333,95.133333,96.466667,94.883333,97.166667,98.183333,98.750000,97.200000,98.683333,99.266667,99.516667,1.199406,7.613478
6,0.697904,0.697904,0.000000,96.883333,97.116667,1.057617,72.250000,88.550000,94.816667,97.566667,72.266667,81.100000,85.433333,88.500000,88.566667,92.700000,94.783333,96.250000,94.833333,96.883333,98.100000,98.666667,97.583333,98.716667,99.216667,99.533333,1.225269,8.005039,71.916667,88.966667,94.833333,97.150000,71.916667,81.266667,86.100000,89.166667,88.966667,93.250000,95.366667,96.516667,94.833333,97.116667,98.066667,98.633333,97.150000,98.666667,99.250000,99.433333,1.211705,7.933210
7,0.704067,0.704067,0.000000,97.433333,97.583333,1.063184,72.616667,89.150000,95.283333,97.650000,72.633333,81.016667,85.333333,87.983333,89.166667,93.233333,95.216667,96.633333,95.300000,97.433333,98.566667,99.116667,97.650000,98.783333,99.316667,99.600000,1.290389,9.303042,72.066667,89.800000,95.583333,97.533333,72.066667,81.333333,85.516667,88.366667,89.816667,93.816667,95.666667,96.766667,95.583333,97.583333,98.516667,98.933333,97.533333,98.800000,99.283333,99.550000,1.287099,9.092046
8,0.678687,0.678687,0.000000,97.233333,97.566667,1.007566,72.800000,89.350000,95.216667,97.716667,72.816667,81.966667,86.316667,89.033333,89.366667,93.466667,95.600000,96.816667,95.233333,97.233333,98.383333,98.833333,97.716667,98.816667,99.333333,99.616667,1.169627,7.593183,72.550000,89.966667,95.633333,97.450000,72.550000,82.266667,86.900000,89.583333,89.983333,94.100000,95.833333,96.950000,95.633333,97.566667,98.466667,98.950000,97.450000,98.800000,99.283333,99.500000,1.132532,7.315630
9,0.681508,0.681508,0.000000,96.916667,97.466667,1.024624,72.766667,88.983333,95.000000,97.550000,72.783333,81.550000,85.833333,88.866667,89.000000,93.100000,95.233333,96.733333,95.016667,96.916667,98.100000,98.666667,97.550000,98.683333,99.250000,99.566667,1.182098,7.564849,72.050000,89.566667,95.216667,97.316667,72.050000,81.516667,86.500000,89.583333,89.566667,93.633333,95.616667,96.766667,95.216667,97.466667,98.383333,98.900000,97.316667,98.700000,99.233333,99.500000,1.166329,7.410794
10,0.689347,0.689347,0.000000,97.200000,97.400000,1.083141,73.600000,89.833333,95.383333,97.650000,73.616667,82.200000,86.400000,89.216667,89.850000,93.883333,95.816667,97.016667,95.400000,97.200000,98.233333,98.800000,97.666667,98.733333,99.266667,99.566667,1.158737,7.549206,73.233333,89.816667,95.283333,97.500000,73.233333,82.383333,86.816667,89.583333,89.833333,93.816667,95.700000,96.850000,95.283333,97.400000,98.400000,98.883333,97.500000,98.766667,99.300000,99.500000,1.137039,7.393873
11,0.678112,0.678112,0.000000,96.983333,97.283333,1.008008,72.050000,88.783333,95.233333,97.666667,72.066667,80.850000,85.183333,88.266667,88.800000,92.933333,95.033333,96.383333,95.250000,96.983333,98.033333,98.566667,97.666667,98.583333,99.100000,99.450000,1.238944,7.837008,71.383333,89.166667,95.083333,97.166667,71.383333,80.833333,85.800000,88.783333,89.166667,93.316667,95.333333,96.566667,95.083333,97.283333,98.266667,98.750000,97.166667,98.600000,99.150000,99.433333,1.237899,8.066222
12,0.680015,0.680015,0.000000,97.366667,97.500000,1.068391,73.250000,89.450000,95.450000,97.683333,73.266667,81.833333,86.083333,89.050000,89.466667,93.583333,95.700000,96.783333,95.466667,97.366667,98.416667,98.866667,97.700000,98.783333,99.233333,99.550000,1.168403,7.564849,72.250000,89.516667,95.283333,97.350000,72.250000,81.950000,86.700000,89.500000,89.533333,93.916667,95.766667,96.783333,95.283333,97.500000,98.400000,98.883333,97.350000,98.800000,99.316667,99.550000,1.153860,7.604473
