seed,method,freeze,blockage_%,train_frac,train_samples,ft_epochs,selected_epoch,total_params,trainable_params,train_time_s,eval_time_s,val_acc_%,test_acc_%,val_top1_%,val_top2_incl_%,val_top3_incl_%,val_top4_incl_%,val_top1_m0db_%,val_top1_m1db_%,val_top1_m2db_%,val_top1_m3db_%,val_top2_m0db_%,val_top2_m1db_%,val_top2_m2db_%,val_top2_m3db_%,val_top3_m0db_%,val_top3_m1db_%,val_top3_m2db_%,val_top3_m3db_%,val_top4_m0db_%,val_top4_m1db_%,val_top4_m2db_%,val_top4_m3db_%,val_avg_rsrp_loss_db,val_p95_rsrp_loss_db,test_top1_%,test_top2_incl_%,test_top3_incl_%,test_top4_incl_%,test_top1_m0db_%,test_top1_m1db_%,test_top1_m2db_%,test_top1_m3db_%,test_top2_m0db_%,test_top2_m1db_%,test_top2_m2db_%,test_top2_m3db_%,test_top3_m0db_%,test_top3_m1db_%,test_top3_m2db_%,test_top3_m3db_%,test_top4_m0db_%,test_top4_m1db_%,test_top4_m2db_%,test_top4_m3db_%,test_avg_rsrp_loss_db,test_p95_rsrp_loss_db
789,MAX-SETB,none,0,0.000000,0,0,0,0,0,0.000000,0.005429,34.150000,34.166667,25.383333,25.383333,25.383333,25.383333,25.400000,34.150000,43.850000,53.333333,25.400000,34.150000,43.850000,53.333333,25.400000,34.150000,43.850000,53.333333,25.400000,34.150000,43.850000,53.333333,3.901469,12.680113,25.083333,25.083333,25.083333,25.083333,25.083333,34.166667,44.116667,54.283333,25.083333,34.166667,44.116667,54.283333,25.083333,34.166667,44.116667,54.283333,25.083333,34.166667,44.116667,54.283333,3.817320,12.526378
789,NN-ANGLE,none,0,0.000000,0,0,0,0,0,0.000000,0.016427,69.283333,69.316667,25.383333,46.500000,61.566667,66.233333,25.400000,34.150000,43.850000,53.333333,46.516667,54.166667,60.850000,67.133333,61.583333,69.283333,76.250000,81.383333,66.250000,72.866667,79.000000,83.566667,3.901469,12.680113,25.083333,46.516667,61.083333,66.366667,25.083333,34.166667,44.116667,54.283333,46.516667,54.516667,61.950000,69.216667,61.083333,69.316667,76.250000,82.183333,66.366667,73.466667,79.966667,84.683333,3.817320,12.526378
789,MAX-SETB,none,20,0.000000,0,0,0,0,0,0.000000,0.005015,29.300000,29.600000,22.283333,22.283333,22.283333,22.283333,22.283333,29.300000,36.766667,44.583333,22.283333,29.300000,36.766667,44.583333,22.283333,29.300000,36.766667,44.583333,22.283333,29.300000,36.766667,44.583333,4.883890,13.903190,22.350000,22.350000,22.350000,22.350000,22.350000,29.600000,37.316667,45.833333,22.350000,29.600000,37.316667,45.833333,22.350000,29.600000,37.316667,45.833333,22.350000,29.600000,37.316667,45.833333,4.778444,13.711004
789,NN-ANGLE,none,20,0.000000,0,0,0,0,0,0.000000,0.011581,67.150000,67.783333,22.283333,39.733333,59.150000,63.733333,22.283333,29.300000,36.766667,44.583333,39.733333,47.016667,53.616667,60.216667,59.150000,67.150000,74.533333,80.166667,63.733333,70.883333,77.583333,82.633333,4.883890,13.903190,22.350000,40.333333,59.133333,64.583333,22.350000,29.600000,37.316667,45.833333,40.333333,47.983333,55.533333,62.716667,59.133333,67.783333,75.383333,81.400000,64.583333,72.200000,79.300000,84.216667,4.778444,13.711004
789,MAX-SETB,none,40,0.000000,0,0,0,0,0,0.000000,0.003601,29.300000,29.600000,22.283333,22.283333,22.283333,22.283333,22.283333,29.300000,36.766667,44.583333,22.283333,29.300000,36.766667,44.583333,22.283333,29.300000,36.766667,44.583333,22.283333,29.300000,36.766667,44.583333,4.884446,13.903190,22.350000,22.350000,22.350000,22.350000,22.350000,29.600000,37.316667,45.833333,22.350000,29.600000,37.316667,45.833333,22.350000,29.600000,37.316667,45.833333,22.350000,29.600000,37.316667,45.833333,4.778858,13.711004
789,NN-ANGLE,none,40,0.000000,0,0,0,0,0,0.000000,0.014779,67.116667,67.750000,22.283333,39.700000,59.116667,63.700000,22.283333,29.300000,36.766667,44.583333,39.700000,46.983333,53.583333,60.183333,59.116667,67.116667,74.500000,80.133333,63.700000,70.850000,77.550000,82.600000,4.884446,13.903190,22.350000,40.300000,59.100000,64.550000,22.350000,29.600000,37.316667,45.833333,40.300000,47.950000,55.500000,62.683333,59.100000,67.750000,75.350000,81.366667,64.550000,72.166667,79.266667,84.183333,4.778858,13.711004
789,MAX-SETB,none,60,0.000000,0,0,0,0,0,0.000000,0.004492,29.300000,29.600000,22.283333,22.283333,22.283333,22.283333,22.283333,29.300000,36.766667,44.583333,22.283333,29.300000,36.766667,44.583333,22.283333,29.300000,36.766667,44.583333,22.283333,29.300000,36.766667,44.583333,4.884446,13.903190,22.350000,22.350000,22.350000,22.350000,22.350000,29.600000,37.316667,45.833333,22.350000,29.600000,37.316667,45.833333,22.350000,29.600000,37.316667,45.833333,22.350000,29.600000,37.316667,45.833333,4.778858,13.711004
789,NN-ANGLE,none,60,0.000000,0,0,0,0,0,0.000000,0.016345,67.116667,67.750000,22.283333,39.700000,59.116667,63.700000,22.283333,29.300000,36.766667,44.583333,39.700000,46.983333,53.583333,60.183333,59.116667,67.116667,74.500000,80.133333,63.700000,70.850000,77.550000,82.600000,4.884446,13.903190,22.350000,40.300000,59.100000,64.550000,22.350000,29.600000,37.316667,45.833333,40.300000,47.950000,55.500000,62.683333,59.100000,67.750000,75.350000,81.366667,64.550000,72.166667,79.266667,84.183333,4.778858,13.711004
789,MAX-SETB,none,80,0.000000,0,0,0,0,0,0.000000,0.004955,29.300000,29.600000,22.283333,22.283333,22.283333,22.283333,22.283333,29.300000,36.766667,44.583333,22.283333,29.300000,36.766667,44.583333,22.283333,29.300000,36.766667,44.583333,22.283333,29.300000,36.766667,44.583333,4.884446,13.903190,22.350000,22.350000,22.350000,22.350000,22.350000,29.600000,37.316667,45.833333,22.350000,29.600000,37.316667,45.833333,22.350000,29.600000,37.316667,45.833333,22.350000,29.600000,37.316667,45.833333,4.778858,13.711004
789,NN-ANGLE,none,80,0.000000,0,0,0,0,0,0.000000,0.012736,67.116667,67.750000,22.283333,39.700000,59.116667,63.700000,22.283333,29.300000,36.766667,44.583333,39.700000,46.983333,53.583333,60.183333,59.116667,67.116667,74.500000,80.133333,63.700000,70.850000,77.550000,82.600000,4.884446,13.903190,22.350000,40.300000,59.100000,64.550000,22.350000,29.600000,37.316667,45.833333,40.300000,47.950000,55.500000,62.683333,59.100000,67.750000,75.350000,81.366667,64.550000,72.166667,79.266667,84.183333,4.778858,13.711004
789,MAX-SETB,none,100,0.000000,0,0,0,0,0,0.000000,0.005203,29.300000,29.600000,22.283333,22.283333,22.283333,22.283333,22.283333,29.300000,36.766667,44.583333,22.283333,29.300000,36.766667,44.583333,22.283333,29.300000,36.766667,44.583333,22.283333,29.300000,36.766667,44.583333,4.884446,13.903190,22.350000,22.350000,22.350000,22.350000,22.350000,29.600000,37.316667,45.833333,22.350000,29.600000,37.316667,45.833333,22.350000,29.600000,37.316667,45.833333,22.350000,29.600000,37.316667,45.833333,4.778858,13.711004
789,NN-ANGLE,none,100,0.000000,0,0,0,0,0,0.000000,0.013446,67.116667,67.750000,22.283333,39.700000,59.116667,63.700000,22.283333,29.300000,36.766667,44.583333,39.700000,46.983333,53.583333,60.183333,59.116667,67.116667,74.500000,80.133333,63.700000,70.850000,77.550000,82.600000,4.884446,13.903190,22.350000,40.300000,59.100000,64.550000,22.350000,29.600000,37.316667,45.833333,40.300000,47.950000,55.500000,62.683333,59.100000,67.750000,75.350000,81.366667,64.550000,72.166667,79.266667,84.183333,4.778858,13.711004
