epoch,train_loss_total,train_loss_ce,train_loss_kpi,val_acc_%,test_acc_%,epoch_time_s,val_top1_%,val_top2_incl_%,val_top3_incl_%,val_top4_incl_%,val_top1_m0db_%,val_top1_m1db_%,val_top1_m2db_%,val_top1_m3db_%,val_top2_m0db_%,val_top2_m1db_%,val_top2_m2db_%,val_top2_m3db_%,val_top3_m0db_%,val_top3_m1db_%,val_top3_m2db_%,val_top3_m3db_%,val_top4_m0db_%,val_top4_m1db_%,val_top4_m2db_%,val_top4_m3db_%,val_avg_rsrp_loss_db,val_p95_rsrp_loss_db,test_top1_%,test_top2_incl_%,test_top3_incl_%,test_top4_incl_%,test_top1_m0db_%,test_top1_m1db_%,test_top1_m2db_%,test_top1_m3db_%,test_top2_m0db_%,test_top2_m1db_%,test_top2_m2db_%,test_top2_m3db_%,test_top3_m0db_%,test_top3_m1db_%,test_top3_m2db_%,test_top3_m3db_%,test_top4_m0db_%,test_top4_m1db_%,test_top4_m2db_%,test_top4_m3db_%,test_avg_rsrp_loss_db,test_p95_rsrp_loss_db
1,1.208312,1.208312,0.000000,95.133333,95.233333,14.882429,65.183333,84.633333,92.150000,95.883333,65.183333,73.166667,78.866667,82.400000,84.633333,89.500000,92.516667,94.116667,92.150000,95.133333,96.850000,97.716667,95.883333,97.883333,98.666667,99.050000,1.951999,13.205695,65.300000,84.916667,92.333333,95.933333,65.300000,73.316667,78.966667,83.016667,84.916667,89.866667,92.716667,94.400000,92.333333,95.233333,96.700000,97.616667,95.933333,97.650000,98.416667,98.900000,1.928615,13.034748
2,0.902564,0.902564,0.000000,96.166667,95.950000,15.037149,68.733333,86.633333,93.533333,96.333333,68.733333,77.400000,82.766667,86.000000,86.633333,91.200000,93.900000,95.416667,93.533333,96.166667,97.500000,98.350000,96.333333,98.133333,98.900000,99.333333,1.550320,10.594005,68.066667,85.616667,93.116667,96.083333,68.066667,76.533333,81.766667,85.300000,85.616667,90.383333,93.100000,94.850000,93.116667,95.950000,97.266667,98.016667,96.083333,97.900000,98.633333,99.100000,1.608563,10.767386
3,0.834697,0.834697,0.000000,96.316667,96.150000,15.245006,69.400000,86.966667,93.566667,96.683333,69.400000,77.733333,82.950000,85.900000,86.966667,91.416667,94.150000,95.633333,93.566667,96.316667,97.733333,98.466667,96.683333,98.450000,99.150000,99.483333,1.548951,10.294687,69.050000,86.916667,93.383333,96.516667,69.050000,77.650000,83.100000,86.500000,86.916667,91.116667,93.750000,95.516667,93.383333,96.150000,97.350000,98.266667,96.516667,98.033333,98.666667,99.166667,1.519218,10.524167
4,0.797390,0.797390,0.000000,96.683333,96.566667,15.142529,71.500000,88.066667,93.950000,96.916667,71.500000,79.616667,84.466667,87.150000,88.066667,92.333333,94.683333,96.066667,93.950000,96.683333,97.933333,98.533333,96.916667,98.500000,99.133333,99.433333,1.434081,10.222221,71.516667,88.100000,94.283333,96.900000,71.516667,79.383333,84.116667,87.300000,88.100000,92.116667,94.616667,96.083333,94.283333,96.566667,97.750000,98.483333,96.900000,98.266667,98.916667,99.416667,1.438148,10.096624
5,0.774498,0.774498,0.000000,96.950000,96.533333,14.975378,72.116667,88.083333,94.316667,97.033333,72.116667,79.866667,84.700000,87.616667,88.083333,92.450000,94.800000,96.366667,94.316667,96.950000,98.050000,98.583333,97.033333,98.700000,99.200000,99.400000,1.387132,9.695687,71.183333,88.116667,94.150000,96.866667,71.183333,79.550000,84.233333,87.616667,88.116667,92.266667,94.633333,96.116667,94.150000,96.533333,97.516667,98.450000,96.866667,98.166667,98.650000,99.216667,1.382034,9.739808
6,0.757332,0.757332,0.000000,96.483333,95.800000,15.282743,71.933333,88.400000,94.016667,96.583333,71.933333,79.766667,84.600000,87.833333,88.400000,92.400000,94.766667,96.183333,94.016667,96.483333,97.633333,98.333333,96.583333,98.233333,98.900000,99.233333,1.351130,8.459621,71.983333,87.633333,93.400000,96.366667,71.983333,79.983333,84.766667,88.033333,87.633333,91.366667,93.900000,95.466667,93.400000,95.800000,97.183333,98.016667,96.366667,97.833333,98.566667,98.966667,1.320154,8.915388
7,0.746915,0.746915,0.000000,97.083333,96.516667,15.014343,73.350000,88.883333,94.783333,97.150000,73.350000,81.150000,86.016667,88.983333,88.883333,92.766667,95.033333,96.383333,94.783333,97.083333,98.083333,98.716667,97.150000,98.550000,99.083333,99.416667,1.272488,8.489053,73.016667,88.466667,94.300000,96.666667,73.016667,81.066667,85.650000,88.683333,88.466667,92.250000,94.550000,96.050000,94.300000,96.516667,97.716667,98.450000,96.666667,98.050000,98.700000,99.166667,1.267003,8.737215
8,0.736640,0.736640,0.000000,97.000000,96.716667,15.259734,72.266667,88.866667,94.600000,97.000000,72.266667,80.616667,85.400000,88.266667,88.866667,92.850000,95.183333,96.416667,94.600000,97.000000,98.266667,98.733333,97.000000,98.633333,99.233333,99.466667,1.271461,8.337508,72.100000,88.533333,94.433333,96.950000,72.100000,80.683333,85.366667,88.450000,88.533333,92.433333,94.900000,96.416667,94.433333,96.716667,97.800000,98.516667,96.950000,98.283333,98.933333,99.416667,1.247193,8.331868
9,0.726043,0.726043,0.000000,96.983333,96.916667,15.241484,73.316667,88.733333,94.683333,96.983333,73.316667,80.950000,85.733333,88.583333,88.733333,92.866667,95.116667,96.400000,94.683333,96.983333,98.216667,98.700000,96.983333,98.600000,99.266667,99.500000,1.281559,8.552302,72.150000,88.466667,94.616667,97.250000,72.150000,80.433333,85.350000,88.150000,88.466667,92.516667,94.983333,96.350000,94.616667,96.916667,97.983333,98.583333,97.250000,98.566667,99.033333,99.416667,1.287392,8.807987
10,0.712547,0.712547,0.000000,96.983333,96.966667,15.515215,73.783333,88.750000,94.616667,97.200000,73.783333,81.316667,85.966667,88.516667,88.750000,92.816667,95.116667,96.350000,94.616667,96.983333,98.033333,98.516667,97.200000,98.666667,99.283333,99.433333,1.300771,8.905326,72.850000,88.633333,94.566667,97.250000,72.850000,81.200000,85.783333,88.350000,88.633333,92.683333,94.866667,96.266667,94.566667,96.966667,97.883333,98.616667,97.250000,98.433333,98.900000,99.333333,1.287108,8.854086
11,0.706814,0.706814,0.000000,96.766667,96.266667,15.395850,72.950000,88.516667,94.683333,96.816667,72.950000,80.750000,85.483333,88.383333,88.516667,92.583333,94.766667,96.100000,94.683333,96.766667,98.050000,98.616667,96.816667,98.416667,99.050000,99.350000,1.329266,8.819080,73.100000,88.650000,93.883333,96.650000,73.100000,81.283333,85.783333,88.550000,88.650000,92.483333,94.716667,96.316667,93.883333,96.266667,97.383333,98.250000,96.650000,98.150000,98.750000,99.250000,1.284608,8.950943
12,0.706847,0.706847,0.000000,97.166667,97.033333,16.396908,73.833333,89.233333,94.966667,97.250000,73.833333,81.366667,85.916667,88.400000,89.233333,93.250000,95.250000,96.583333,94.966667,97.166667,98.216667,98.766667,97.250000,98.566667,99.216667,99.500000,1.299736,8.745430,73.950000,88.983333,94.900000,97.250000,73.950000,82.100000,86.433333,89.016667,88.983333,92.916667,95.116667,96.583333,94.900000,97.033333,98.033333,98.650000,97.250000,98.533333,99.000000,99.366667,1.239270,8.675546
13,0.691796,0.691796,0.000000,97.316667,96.650000,16.172819,73.116667,89.233333,94.966667,97.433333,73.116667,81.050000,85.866667,88.366667,89.233333,93.283333,95.333333,96.516667,94.966667,97.316667,98.283333,98.833333,97.433333,98.733333,99.200000,99.400000,1.344831,9.247918,73.683333,88.616667,94.233333,97.083333,73.683333,81.633333,86.033333,88.700000,88.616667,92.700000,95.066667,96.583333,94.233333,96.650000,97.866667,98.600000,97.083333,98.500000,98.983333,99.433333,1.237666,8.626840
14,0.687438,0.687438,0.000000,97.316667,96.800000,16.327015,74.050000,89.300000,95.033333,97.183333,74.050000,81.816667,86.566667,89.316667,89.300000,93.133333,95.166667,96.533333,95.033333,97.316667,98.233333,98.733333,97.183333,98.666667,99.200000,99.433333,1.178962,7.537291,74.616667,89.050000,94.700000,97.250000,74.616667,82.483333,86.716667,89.533333,89.050000,92.916667,95.200000,96.716667,94.700000,96.800000,97.883333,98.516667,97.250000,98.416667,98.933333,99.333333,1.101466,7.012846
15,0.685664,0.685664,0.000000,97.416667,97.116667,16.399502,74.466667,89.583333,95.133333,97.383333,74.466667,81.800000,86.300000,88.833333,89.583333,93.516667,95.450000,96.616667,95.133333,97.416667,98.416667,98.900000,97.383333,98.933333,99.400000,99.600000,1.241189,8.482703,73.500000,89.283333,94.666667,97.283333,73.500000,81.466667,85.500000,88.333333,89.283333,93.166667,95.350000,96.766667,94.666667,97.116667,98.050000,98.716667,97.283333,98.416667,98.966667,99.333333,1.262800,9.148850
16,0.683884,0.683884,0.000000,97.416667,97.016667,16.284794,74.400000,89.716667,95.250000,97.433333,74.400000,82.050000,86.550000,89.316667,89.716667,93.400000,95.433333,96.666667,95.250000,97.416667,98.350000,98.766667,97.433333,98.733333,99.216667,99.450000,1.191588,8.006602,74.116667,89.716667,94.983333,97.200000,74.116667,81.966667,86.066667,88.900000,89.716667,93.450000,95.433333,96.833333,94.983333,97.016667,97.983333,98.583333,97.200000,98.483333,99.016667,99.400000,1.217450,8.677866
17,0.674031,0.674031,0.000000,97.383333,96.816667,16.242872,73.850000,89.333333,95.166667,97.266667,73.850000,81.533333,85.983333,88.866667,89.333333,93.483333,95.433333,96.650000,95.166667,97.383333,98.416667,98.950000,97.266667,98.783333,99.350000,99.450000,1.225745,8.006567,73.750000,88.766667,94.516667,97.116667,73.750000,82.083333,86.700000,89.516667,88.766667,92.766667,95.033333,96.616667,94.516667,96.816667,97.800000,98.666667,97.116667,98.433333,98.850000,99.316667,1.149536,7.653202
18,0.676670,0.676670,0.000000,97.350000,96.883333,16.474113,74.916667,89.850000,95.216667,97.400000,74.916667,82.083333,86.550000,89.083333,89.850000,93.816667,95.650000,96.783333,95.216667,97.350000,98.316667,98.833333,97.400000,98.700000,99.250000,99.466667,1.218950,8.213241,74.866667,89.933333,94.733333,97.183333,74.866667,82.700000,86.733333,89.566667,89.933333,93.633333,95.700000,96.950000,94.733333,96.883333,97.966667,98.600000,97.183333,98.400000,98.933333,99.316667,1.155368,7.945484
19,0.668379,0.668379,0.000000,97.550000,96.883333,16.206944,74.416667,89.466667,95.333333,97.383333,74.416667,82.083333,86.783333,89.550000,89.466667,93.200000,95.316667,96.616667,95.333333,97.550000,98.466667,98.900000,97.383333,98.766667,99.333333,99.533333,1.180241,7.455093,73.966667,89.300000,94.633333,97.116667,73.966667,82.383333,86.833333,89.750000,89.300000,93.200000,95.450000,96.866667,94.633333,96.883333,97.983333,98.650000,97.116667,98.400000,98.950000,99.366667,1.111858,7.164658
20,0.664145,0.664145,0.000000,97.133333,96.816667,16.417286,74.150000,89.300000,94.866667,97.233333,74.150000,81.433333,85.916667,88.933333,89.300000,93.200000,95.300000,96.500000,94.866667,97.133333,98.183333,98.800000,97.233333,98.666667,99.250000,99.550000,1.198223,7.631362,73.933333,88.900000,94.483333,96.783333,73.933333,81.533333,85.683333,88.650000,88.900000,92.783333,95.116667,96.450000,94.483333,96.816667,97.766667,98.433333,96.783333,98.266667,98.800000,99.183333,1.227535,8.620029
