epoch,train_loss_total,train_loss_ce,train_loss_kpi,val_acc_%,test_acc_%,epoch_time_s,val_top1_%,val_top2_incl_%,val_top3_incl_%,val_top4_incl_%,val_top1_m0db_%,val_top1_m1db_%,val_top1_m2db_%,val_top1_m3db_%,val_top2_m0db_%,val_top2_m1db_%,val_top2_m2db_%,val_top2_m3db_%,val_top3_m0db_%,val_top3_m1db_%,val_top3_m2db_%,val_top3_m3db_%,val_top4_m0db_%,val_top4_m1db_%,val_top4_m2db_%,val_top4_m3db_%,val_avg_rsrp_loss_db,val_p95_rsrp_loss_db,test_top1_%,test_top2_incl_%,test_top3_incl_%,test_top4_incl_%,test_top1_m0db_%,test_top1_m1db_%,test_top1_m2db_%,test_top1_m3db_%,test_top2_m0db_%,test_top2_m1db_%,test_top2_m2db_%,test_top2_m3db_%,test_top3_m0db_%,test_top3_m1db_%,test_top3_m2db_%,test_top3_m3db_%,test_top4_m0db_%,test_top4_m1db_%,test_top4_m2db_%,test_top4_m3db_%,test_avg_rsrp_loss_db,test_p95_rsrp_loss_db
1,1.154650,1.154650,0.000000,94.683333,94.950000,16.818841,62.233333,83.366667,91.466667,95.200000,62.233333,71.266667,77.783333,82.283333,83.366667,88.366667,91.250000,93.416667,91.466667,94.683333,96.416667,97.483333,95.200000,97.300000,98.283333,98.933333,1.882567,11.534174,62.416667,83.700000,91.700000,95.600000,62.416667,71.433333,77.383333,81.533333,83.700000,88.333333,91.416667,93.333333,91.700000,94.950000,96.666667,97.750000,95.600000,97.650000,98.533333,99.133333,1.912520,11.979411
2,0.873650,0.873650,0.000000,95.233333,94.950000,17.531656,66.000000,84.683333,92.316667,95.683333,66.000000,74.633333,80.350000,84.216667,84.683333,89.666667,92.266667,93.816667,92.316667,95.233333,96.683333,97.483333,95.683333,97.333333,98.216667,98.750000,1.689355,10.950715,66.250000,84.783333,92.366667,96.066667,66.250000,75.433333,80.683333,84.366667,84.783333,89.400000,92.366667,93.816667,92.366667,94.950000,96.533333,97.450000,96.066667,97.683333,98.500000,98.950000,1.725425,11.516895
3,0.810289,0.810289,0.000000,96.300000,96.716667,17.264603,70.300000,87.066667,93.566667,96.400000,70.300000,78.400000,83.533333,87.150000,87.066667,91.533333,94.016667,95.683333,93.566667,96.300000,97.633333,98.466667,96.400000,98.083333,98.800000,99.283333,1.350470,8.995589,70.000000,87.716667,94.216667,97.033333,70.000000,78.333333,83.100000,86.450000,87.716667,91.966667,94.366667,95.750000,94.216667,96.716667,98.033333,98.650000,97.033333,98.350000,98.950000,99.333333,1.461495,9.371791
4,0.765698,0.765698,0.000000,96.750000,96.983333,17.607299,71.583333,87.683333,94.016667,96.750000,71.583333,79.433333,84.400000,87.733333,87.683333,92.350000,94.916667,96.366667,94.016667,96.750000,98.066667,98.650000,96.750000,98.300000,99.016667,99.366667,1.324459,8.872721,71.516667,88.700000,94.700000,97.016667,71.516667,80.000000,84.366667,87.250000,88.700000,92.883333,95.066667,96.516667,94.700000,96.983333,98.183333,98.783333,97.016667,98.416667,99.033333,99.433333,1.350951,8.634272
5,0.745478,0.745478,0.000000,96.516667,96.966667,16.966095,71.650000,87.750000,93.883333,96.850000,71.650000,79.633333,84.616667,88.083333,87.750000,92.150000,94.716667,96.483333,93.883333,96.516667,98.000000,98.666667,96.850000,98.350000,99.033333,99.500000,1.288267,8.460921,72.350000,88.883333,94.583333,97.100000,72.350000,80.766667,85.150000,88.316667,88.883333,93.200000,95.350000,96.816667,94.583333,96.966667,98.233333,98.866667,97.100000,98.416667,98.983333,99.383333,1.254971,8.207648
6,0.722051,0.722051,0.000000,96.716667,96.683333,16.817531,72.816667,88.633333,94.366667,96.966667,72.816667,80.800000,85.650000,88.716667,88.633333,92.900000,94.983333,96.366667,94.366667,96.716667,97.933333,98.550000,96.966667,98.266667,98.833333,99.283333,1.197297,7.937645,72.750000,89.350000,94.733333,97.050000,72.750000,81.300000,85.550000,88.766667,89.350000,93.016667,95.033333,96.333333,94.733333,96.683333,97.800000,98.600000,97.050000,98.333333,98.866667,99.300000,1.232060,8.088396
7,0.711449,0.711449,0.000000,96.983333,97.300000,16.930617,72.816667,89.083333,94.633333,97.100000,72.816667,80.633333,85.416667,88.666667,89.083333,93.116667,95.316667,96.483333,94.633333,96.983333,98.116667,98.666667,97.100000,98.500000,99.150000,99.550000,1.214313,8.162017,73.483333,89.766667,95.200000,97.350000,73.483333,82.300000,86.366667,89.266667,89.766667,93.416667,95.283333,96.450000,95.200000,97.300000,98.266667,98.900000,97.350000,98.616667,99.116667,99.466667,1.159709,7.497526
8,0.694610,0.694610,0.000000,97.183333,97.583333,16.746394,74.066667,89.283333,94.816667,97.450000,74.066667,82.283333,86.983333,90.116667,89.283333,93.550000,95.783333,97.050000,94.816667,97.183333,98.400000,98.850000,97.450000,98.733333,99.233333,99.566667,1.056706,6.861856,74.300000,90.366667,95.516667,97.583333,74.300000,82.966667,87.416667,90.250000,90.366667,94.183333,96.133333,97.316667,95.516667,97.583333,98.583333,99.050000,97.583333,98.683333,99.233333,99.516667,1.038891,6.566611
9,0.676435,0.676435,0.000000,96.683333,97.350000,17.218373,71.816667,88.400000,94.383333,97.083333,71.816667,79.816667,85.433333,89.033333,88.400000,92.400000,95.083333,96.733333,94.383333,96.683333,98.016667,98.833333,97.083333,98.500000,99.183333,99.516667,1.102989,6.949719,72.466667,89.183333,94.900000,96.966667,72.466667,80.750000,85.716667,89.200000,89.183333,93.466667,95.733333,97.283333,94.900000,97.350000,98.416667,99.000000,96.966667,98.533333,99.183333,99.516667,1.104822,6.813228
10,0.663937,0.663937,0.000000,97.450000,97.633333,17.099769,75.283333,90.116667,95.166667,97.516667,75.283333,83.083333,87.916667,90.966667,90.116667,93.966667,96.300000,97.450000,95.166667,97.450000,98.600000,99.033333,97.516667,98.883333,99.416667,99.683333,0.913937,5.737486,75.533333,91.000000,95.766667,97.550000,75.533333,83.816667,88.000000,90.966667,91.000000,94.750000,96.433333,97.616667,95.766667,97.633333,98.600000,99.100000,97.550000,98.700000,99.283333,99.566667,0.961312,6.163116
