seed,method,freeze,blockage_%,train_frac,train_samples,ft_epochs,selected_epoch,total_params,trainable_params,train_time_s,eval_time_s,val_acc_%,test_acc_%,val_top1_%,val_top2_incl_%,val_top3_incl_%,val_top4_incl_%,val_top1_m0db_%,val_top1_m1db_%,val_top1_m2db_%,val_top1_m3db_%,val_top2_m0db_%,val_top2_m1db_%,val_top2_m2db_%,val_top2_m3db_%,val_top3_m0db_%,val_top3_m1db_%,val_top3_m2db_%,val_top3_m3db_%,val_top4_m0db_%,val_top4_m1db_%,val_top4_m2db_%,val_top4_m3db_%,val_avg_rsrp_loss_db,val_p95_rsrp_loss_db,test_top1_%,test_top2_incl_%,test_top3_incl_%,test_top4_incl_%,test_top1_m0db_%,test_top1_m1db_%,test_top1_m2db_%,test_top1_m3db_%,test_top2_m0db_%,test_top2_m1db_%,test_top2_m2db_%,test_top2_m3db_%,test_top3_m0db_%,test_top3_m1db_%,test_top3_m2db_%,test_top3_m3db_%,test_top4_m0db_%,test_top4_m1db_%,test_top4_m2db_%,test_top4_m3db_%,test_avg_rsrp_loss_db,test_p95_rsrp_loss_db
456,MAX-SETB,none,0,0.000000,0,0,0,0,0,0.000000,0.005800,33.433333,34.383333,24.600000,24.600000,24.600000,24.600000,24.600000,33.433333,42.683333,52.100000,24.600000,33.433333,42.683333,52.100000,24.600000,33.433333,42.683333,52.100000,24.600000,33.433333,42.683333,52.100000,3.957346,12.730608,24.800000,24.800000,24.800000,24.800000,24.800000,34.383333,44.566667,54.616667,24.800000,34.383333,44.566667,54.616667,24.800000,34.383333,44.566667,54.616667,24.800000,34.383333,44.566667,54.616667,3.831214,12.545965
456,NN-ANGLE,none,0,0.000000,0,0,0,0,0,0.000000,0.011153,68.883333,69.666667,24.600000,45.733333,61.166667,65.733333,24.600000,33.433333,42.683333,52.100000,45.733333,53.383333,60.633333,67.183333,61.166667,68.883333,76.133333,81.566667,65.733333,72.633333,79.266667,84.100000,3.957346,12.730608,24.800000,46.533333,61.616667,66.700000,24.800000,34.383333,44.566667,54.616667,46.533333,54.950000,62.416667,68.900000,61.616667,69.666667,76.650000,81.666667,66.700000,73.366667,79.716667,84.116667,3.831214,12.545965
456,MAX-SETB,none,20,0.000000,0,0,0,0,0,0.000000,0.003735,33.433333,34.383333,24.600000,24.600000,24.600000,24.600000,24.600000,33.433333,42.683333,52.100000,24.600000,33.433333,42.683333,52.100000,24.600000,33.433333,42.683333,52.100000,24.600000,33.433333,42.683333,52.100000,3.964874,12.759824,24.800000,24.800000,24.800000,24.800000,24.800000,34.383333,44.566667,54.616667,24.800000,34.383333,44.566667,54.616667,24.800000,34.383333,44.566667,54.616667,24.800000,34.383333,44.566667,54.616667,3.842188,12.597738
456,NN-ANGLE,none,20,0.000000,0,0,0,0,0,0.000000,0.010806,68.716667,69.283333,24.600000,45.600000,61.033333,65.716667,24.600000,33.433333,42.683333,52.100000,45.600000,53.216667,60.400000,66.950000,61.033333,68.716667,75.900000,81.333333,65.716667,72.583333,79.150000,83.983333,3.964874,12.759824,24.800000,46.266667,61.350000,66.666667,24.800000,34.383333,44.566667,54.616667,46.266667,54.566667,61.933333,68.416667,61.350000,69.283333,76.166667,81.266667,66.666667,73.266667,79.583333,83.983333,3.842188,12.597738
456,MAX-SETB,none,40,0.000000,0,0,0,0,0,0.000000,0.003498,33.433333,34.383333,24.600000,24.600000,24.600000,24.600000,24.600000,33.433333,42.683333,52.100000,24.600000,33.433333,42.683333,52.100000,24.600000,33.433333,42.683333,52.100000,24.600000,33.433333,42.683333,52.100000,3.964874,12.759824,24.800000,24.800000,24.800000,24.800000,24.800000,34.383333,44.566667,54.616667,24.800000,34.383333,44.566667,54.616667,24.800000,34.383333,44.566667,54.616667,24.800000,34.383333,44.566667,54.616667,3.842188,12.597738
456,NN-ANGLE,none,40,0.000000,0,0,0,0,0,0.000000,0.010580,68.716667,69.283333,24.600000,45.600000,61.033333,65.716667,24.600000,33.433333,42.683333,52.100000,45.600000,53.216667,60.400000,66.950000,61.033333,68.716667,75.900000,81.333333,65.716667,72.583333,79.150000,83.983333,3.964874,12.759824,24.800000,46.266667,61.350000,66.666667,24.800000,34.383333,44.566667,54.616667,46.266667,54.566667,61.933333,68.416667,61.350000,69.283333,76.166667,81.266667,66.666667,73.266667,79.583333,83.983333,3.842188,12.597738
456,MAX-SETB,none,60,0.000000,0,0,0,0,0,0.000000,0.003511,33.433333,34.383333,24.600000,24.600000,24.600000,24.600000,24.600000,33.433333,42.683333,52.100000,24.600000,33.433333,42.683333,52.100000,24.600000,33.433333,42.683333,52.100000,24.600000,33.433333,42.683333,52.100000,3.964874,12.759824,24.800000,24.800000,24.800000,24.800000,24.800000,34.383333,44.566667,54.616667,24.800000,34.383333,44.566667,54.616667,24.800000,34.383333,44.566667,54.616667,24.800000,34.383333,44.566667,54.616667,3.842188,12.597738
456,NN-ANGLE,none,60,0.000000,0,0,0,0,0,0.000000,0.010638,68.716667,69.283333,24.600000,45.600000,61.033333,65.716667,24.600000,33.433333,42.683333,52.100000,45.600000,53.216667,60.400000,66.950000,61.033333,68.716667,75.900000,81.333333,65.716667,72.583333,79.150000,83.983333,3.964874,12.759824,24.800000,46.266667,61.350000,66.666667,24.800000,34.383333,44.566667,54.616667,46.266667,54.566667,61.933333,68.416667,61.350000,69.283333,76.166667,81.266667,66.666667,73.266667,79.583333,83.983333,3.842188,12.597738
456,MAX-SETB,none,80,0.000000,0,0,0,0,0,0.000000,0.003531,33.433333,34.383333,24.600000,24.600000,24.600000,24.600000,24.600000,33.433333,42.683333,52.100000,24.600000,33.433333,42.683333,52.100000,24.600000,33.433333,42.683333,52.100000,24.600000,33.433333,42.683333,52.100000,3.964874,12.759824,24.800000,24.800000,24.800000,24.800000,24.800000,34.383333,44.566667,54.616667,24.800000,34.383333,44.566667,54.616667,24.800000,34.383333,44.566667,54.616667,24.800000,34.383333,44.566667,54.616667,3.842188,12.597738
456,NN-ANGLE,none,80,0.000000,0,0,0,0,0,0.000000,0.010371,68.716667,69.283333,24.600000,45.600000,61.033333,65.716667,24.600000,33.433333,42.683333,52.100000,45.600000,53.216667,60.400000,66.950000,61.033333,68.716667,75.900000,81.333333,65.716667,72.583333,79.150000,83.983333,3.964874,12.759824,24.800000,46.266667,61.350000,66.666667,24.800000,34.383333,44.566667,54.616667,46.266667,54.566667,61.933333,68.416667,61.350000,69.283333,76.166667,81.266667,66.666667,73.266667,79.583333,83.983333,3.842188,12.597738
456,MAX-SETB,none,100,0.000000,0,0,0,0,0,0.000000,0.003535,33.433333,34.383333,24.600000,24.600000,24.600000,24.600000,24.600000,33.433333,42.683333,52.100000,24.600000,33.433333,42.683333,52.100000,24.600000,33.433333,42.683333,52.100000,24.600000,33.433333,42.683333,52.100000,3.964874,12.759824,24.800000,24.800000,24.800000,24.800000,24.800000,34.383333,44.566667,54.616667,24.800000,34.383333,44.566667,54.616667,24.800000,34.383333,44.566667,54.616667,24.800000,34.383333,44.566667,54.616667,3.842188,12.597738
456,NN-ANGLE,none,100,0.000000,0,0,0,0,0,0.000000,0.010552,68.716667,69.283333,24.600000,45.600000,61.033333,65.716667,24.600000,33.433333,42.683333,52.100000,45.600000,53.216667,60.400000,66.950000,61.033333,68.716667,75.900000,81.333333,65.716667,72.583333,79.150000,83.983333,3.964874,12.759824,24.800000,46.266667,61.350000,66.666667,24.800000,34.383333,44.566667,54.616667,46.266667,54.566667,61.933333,68.416667,61.350000,69.283333,76.166667,81.266667,66.666667,73.266667,79.583333,83.983333,3.842188,12.597738
