epoch,train_loss_total,train_loss_ce,train_loss_kpi,val_acc_%,test_acc_%,epoch_time_s,val_top1_%,val_top2_incl_%,val_top3_incl_%,val_top4_incl_%,val_top1_m0db_%,val_top1_m1db_%,val_top1_m2db_%,val_top1_m3db_%,val_top2_m0db_%,val_top2_m1db_%,val_top2_m2db_%,val_top2_m3db_%,val_top3_m0db_%,val_top3_m1db_%,val_top3_m2db_%,val_top3_m3db_%,val_top4_m0db_%,val_top4_m1db_%,val_top4_m2db_%,val_top4_m3db_%,val_avg_rsrp_loss_db,val_p95_rsrp_loss_db,test_top1_%,test_top2_incl_%,test_top3_incl_%,test_top4_incl_%,test_top1_m0db_%,test_top1_m1db_%,test_top1_m2db_%,test_top1_m3db_%,test_top2_m0db_%,test_top2_m1db_%,test_top2_m2db_%,test_top2_m3db_%,test_top3_m0db_%,test_top3_m1db_%,test_top3_m2db_%,test_top3_m3db_%,test_top4_m0db_%,test_top4_m1db_%,test_top4_m2db_%,test_top4_m3db_%,test_avg_rsrp_loss_db,test_p95_rsrp_loss_db
1,0.590893,0.590893,0.000000,98.033333,97.800000,8.034785,77.683333,92.033333,96.316667,98.116667,77.683333,86.116667,90.450000,93.100000,92.033333,95.250000,97.133333,98.350000,96.316667,98.033333,98.783333,99.283333,98.116667,99.216667,99.566667,99.700000,0.724387,4.203163,76.600000,91.466667,95.733333,97.583333,76.600000,85.650000,89.433333,92.266667,91.466667,95.266667,97.083333,97.966667,95.733333,97.800000,98.733333,99.166667,97.583333,98.750000,99.300000,99.500000,0.834854,4.988107
2,0.536060,0.536060,0.000000,98.483333,98.000000,7.996223,78.666667,92.516667,96.750000,98.383333,78.666667,87.233333,91.350000,93.866667,92.516667,95.900000,97.683333,98.600000,96.750000,98.483333,99.150000,99.416667,98.383333,99.366667,99.666667,99.783333,0.643559,3.751378,78.500000,92.183333,96.383333,97.850000,78.500000,87.433333,91.516667,93.900000,92.183333,95.616667,97.466667,98.266667,96.383333,98.000000,98.916667,99.183333,97.850000,98.816667,99.383333,99.550000,0.683526,3.774007
3,0.530367,0.530367,0.000000,98.683333,98.016667,7.970398,79.000000,92.883333,97.066667,98.550000,79.000000,87.500000,91.466667,93.883333,92.883333,96.216667,97.966667,98.750000,97.066667,98.683333,99.300000,99.566667,98.550000,99.500000,99.733333,99.850000,0.615062,3.638231,78.583333,92.250000,96.300000,98.033333,78.583333,87.333333,91.400000,93.850000,92.250000,95.900000,97.483333,98.316667,96.300000,98.016667,98.916667,99.233333,98.033333,99.016667,99.466667,99.583333,0.657536,3.693876
4,0.532495,0.532495,0.000000,98.683333,97.983333,8.013492,79.250000,92.883333,97.050000,98.533333,79.250000,87.716667,91.683333,93.950000,92.883333,96.000000,97.766667,98.633333,97.050000,98.683333,99.216667,99.516667,98.533333,99.466667,99.700000,99.800000,0.610650,3.638231,78.516667,92.083333,96.016667,97.916667,78.516667,87.316667,91.400000,93.750000,92.083333,95.783333,97.416667,98.283333,96.016667,97.983333,98.866667,99.250000,97.916667,98.850000,99.400000,99.583333,0.684885,3.842271
5,0.532461,0.532461,0.000000,98.616667,98.033333,7.987910,79.900000,92.850000,96.916667,98.466667,79.900000,87.916667,91.833333,94.100000,92.850000,96.000000,97.700000,98.633333,96.916667,98.616667,99.183333,99.516667,98.466667,99.483333,99.683333,99.750000,0.601528,3.594884,79.000000,92.316667,96.166667,97.916667,79.000000,87.400000,91.083333,93.566667,92.316667,95.650000,97.350000,98.316667,96.166667,98.033333,98.883333,99.250000,97.916667,98.916667,99.400000,99.616667,0.694022,3.964468
6,0.528273,0.528273,0.000000,98.550000,98.033333,7.751265,79.583333,93.083333,96.883333,98.516667,79.583333,87.900000,91.833333,94.183333,93.083333,96.266667,97.866667,98.766667,96.883333,98.550000,99.183333,99.483333,98.516667,99.500000,99.766667,99.800000,0.599007,3.512346,78.533333,92.533333,96.216667,97.766667,78.533333,86.933333,91.016667,93.650000,92.533333,95.833333,97.516667,98.300000,96.216667,98.033333,98.833333,99.233333,97.766667,98.800000,99.316667,99.550000,0.695508,3.959021
7,0.521570,0.521570,0.000000,98.350000,97.916667,7.928778,79.083333,92.450000,96.533333,98.283333,79.083333,87.433333,91.566667,94.083333,92.450000,95.683333,97.416667,98.433333,96.533333,98.350000,99.000000,99.350000,98.283333,99.350000,99.633333,99.766667,0.610357,3.571464,78.316667,92.133333,96.050000,97.800000,78.316667,87.450000,91.416667,93.916667,92.133333,95.400000,97.250000,98.216667,96.050000,97.916667,98.883333,99.250000,97.800000,98.916667,99.433333,99.583333,0.660516,3.651231
8,0.527291,0.527291,0.000000,98.266667,97.850000,7.985386,79.400000,92.633333,96.583333,98.416667,79.400000,87.583333,91.516667,93.933333,92.633333,95.883333,97.516667,98.450000,96.583333,98.266667,98.983333,99.383333,98.416667,99.366667,99.633333,99.750000,0.611617,3.638231,78.450000,92.116667,96.016667,97.666667,78.450000,86.900000,90.916667,93.516667,92.116667,95.600000,97.283333,98.183333,96.016667,97.850000,98.866667,99.266667,97.666667,98.800000,99.383333,99.533333,0.700487,3.927071
9,0.519211,0.519211,0.000000,98.366667,97.883333,8.012748,78.266667,92.600000,96.716667,98.250000,78.266667,86.750000,90.950000,93.683333,92.600000,96.016667,97.600000,98.550000,96.716667,98.366667,99.016667,99.350000,98.250000,99.283333,99.583333,99.716667,0.643468,3.847562,77.866667,91.933333,95.950000,97.633333,77.866667,86.750000,90.766667,93.383333,91.933333,95.416667,97.216667,98.183333,95.950000,97.883333,98.883333,99.233333,97.633333,98.783333,99.383333,99.566667,0.704542,4.155161
10,0.519129,0.519129,0.000000,98.550000,97.900000,8.046694,79.100000,92.866667,96.950000,98.483333,79.100000,87.566667,91.666667,94.050000,92.866667,96.133333,97.733333,98.616667,96.950000,98.550000,99.116667,99.400000,98.483333,99.500000,99.700000,99.766667,0.608108,3.547987,79.066667,92.333333,96.116667,97.966667,79.066667,87.600000,91.633333,93.983333,92.333333,95.733333,97.416667,98.200000,96.116667,97.900000,98.833333,99.150000,97.966667,98.933333,99.416667,99.550000,0.647139,3.613985
