seed,method,freeze,blockage_%,train_frac,train_samples,ft_epochs,selected_epoch,total_params,trainable_params,train_time_s,eval_time_s,val_acc_%,test_acc_%,val_top1_%,val_top2_incl_%,val_top3_incl_%,val_top4_incl_%,val_top1_m0db_%,val_top1_m1db_%,val_top1_m2db_%,val_top1_m3db_%,val_top2_m0db_%,val_top2_m1db_%,val_top2_m2db_%,val_top2_m3db_%,val_top3_m0db_%,val_top3_m1db_%,val_top3_m2db_%,val_top3_m3db_%,val_top4_m0db_%,val_top4_m1db_%,val_top4_m2db_%,val_top4_m3db_%,val_avg_rsrp_loss_db,val_p95_rsrp_loss_db,test_top1_%,test_top2_incl_%,test_top3_incl_%,test_top4_incl_%,test_top1_m0db_%,test_top1_m1db_%,test_top1_m2db_%,test_top1_m3db_%,test_top2_m0db_%,test_top2_m1db_%,test_top2_m2db_%,test_top2_m3db_%,test_top3_m0db_%,test_top3_m1db_%,test_top3_m2db_%,test_top3_m3db_%,test_top4_m0db_%,test_top4_m1db_%,test_top4_m2db_%,test_top4_m3db_%,test_avg_rsrp_loss_db,test_p95_rsrp_loss_db,results_schema_version,job_path
123,BL-AG,none,0,1.000000,108000,0,0,82096,82096,332.690470,0.379532,98.400000,98.433333,80.333333,92.683333,96.683333,98.116667,80.333333,88.300000,92.816667,94.800000,92.683333,96.050000,97.850000,98.716667,96.683333,98.400000,99.300000,99.583333,98.116667,99.166667,99.650000,99.833333,0.542919,3.084315,80.133333,92.883333,96.600000,98.366667,80.150000,88.050000,92.166667,94.483333,92.883333,95.850000,97.633333,98.483333,96.600000,98.433333,99.116667,99.450000,98.366667,99.383333,99.650000,99.783333,0.611984,3.307867,v4.1,jobs/baseline/bl_ag_eval
123,BL-AG,none,20,1.000000,108000,0,0,82096,82096,332.690470,0.320508,91.666667,91.350000,63.966667,81.416667,87.766667,90.733333,63.966667,72.683333,79.550000,83.416667,81.416667,86.950000,91.150000,93.300000,87.766667,91.666667,94.650000,96.166667,90.733333,93.883333,96.150000,97.383333,1.782502,11.311674,63.316667,80.733333,87.383333,90.283333,63.333333,72.200000,78.733333,83.433333,80.733333,86.383333,90.633333,92.850000,87.383333,91.350000,94.383333,95.783333,90.283333,93.383333,95.750000,96.983333,1.825097,11.718446,v4.1,jobs/baseline/bl_ag_eval
123,BL-AG,none,40,1.000000,108000,0,0,82096,82096,332.690470,0.350244,86.183333,85.900000,54.516667,72.733333,80.933333,85.816667,54.516667,62.416667,69.333333,73.866667,72.733333,78.950000,84.383333,87.533333,80.933333,86.183333,90.233333,92.633333,85.816667,90.133333,93.566667,95.433333,3.025567,16.591328,53.700000,71.950000,80.533333,85.233333,53.716667,61.516667,68.250000,73.316667,71.950000,78.550000,83.683333,87.066667,80.533333,85.900000,90.033333,92.316667,85.233333,89.933333,93.516667,95.333333,3.118483,16.677089,v4.1,jobs/baseline/bl_ag_eval
123,BL-AG,none,60,1.000000,108000,0,0,82096,82096,332.690470,0.339378,80.400000,80.300000,46.966667,64.250000,74.283333,80.533333,46.966667,54.433333,61.850000,66.966667,64.250000,71.300000,77.933333,81.983333,74.283333,80.400000,85.466667,88.450000,80.533333,85.950000,90.033333,92.500000,4.007268,19.003528,46.833333,63.533333,73.733333,80.233333,46.850000,54.566667,61.450000,67.033333,63.533333,70.833333,77.183333,81.616667,73.733333,80.300000,85.216667,88.433333,80.233333,85.883333,90.066667,92.533333,4.088656,19.433770,v4.1,jobs/baseline/bl_ag_eval
123,BL-AG,none,80,1.000000,108000,0,0,82096,82096,332.690470,0.317714,71.983333,71.816667,40.616667,55.016667,65.116667,74.100000,40.616667,48.100000,54.983333,60.400000,55.016667,62.350000,69.950000,75.216667,65.116667,71.983333,78.683333,82.833333,74.100000,80.350000,85.416667,88.683333,4.882552,20.324070,41.033333,54.433333,64.216667,73.516667,41.050000,48.183333,54.866667,60.616667,54.433333,62.233333,69.533333,75.216667,64.216667,71.816667,78.233333,82.916667,73.516667,80.216667,85.433333,88.500000,4.952007,20.442451,v4.1,jobs/baseline/bl_ag_eval
123,BL-AG,none,100,1.000000,108000,0,0,82096,82096,332.690470,0.314316,63.233333,62.966667,35.566667,47.283333,55.500000,65.966667,35.566667,42.550000,48.983333,54.350000,47.283333,54.800000,62.500000,68.200000,55.500000,63.233333,70.816667,76.266667,65.966667,73.200000,79.450000,83.800000,5.664582,21.013132,35.616667,47.016667,55.233333,65.100000,35.616667,42.183333,48.533333,54.316667,47.016667,54.783333,62.366667,68.416667,55.233333,62.966667,70.300000,76.516667,65.100000,72.666667,78.950000,83.350000,5.861245,21.444019,v4.1,jobs/baseline/bl_ag_eval
123,BL-AW,none,0,1.000000,108000,0,14,82096,82096,326.085530,0.000000,98.400000,98.433333,80.333333,92.683333,96.683333,98.116667,80.333333,88.300000,92.816667,94.800000,92.683333,96.050000,97.850000,98.716667,96.683333,98.400000,99.300000,99.583333,98.116667,99.166667,99.650000,99.833333,0.542919,3.084315,80.133333,92.883333,96.600000,98.366667,80.150000,88.050000,92.166667,94.483333,92.883333,95.850000,97.633333,98.483333,96.600000,98.433333,99.116667,99.450000,98.366667,99.383333,99.650000,99.783333,0.611984,3.307867,v4.1,jobs/baseline/bl_aw_blockage_000
123,BL-AW,none,20,1.000000,108000,0,14,82096,82096,326.366727,0.000000,98.466667,98.216667,80.033333,92.833333,96.750000,98.066667,80.033333,88.166667,92.483333,94.566667,92.833333,96.050000,97.750000,98.700000,96.750000,98.466667,99.350000,99.650000,98.066667,99.083333,99.666667,99.866667,0.589272,3.355677,79.733333,92.650000,96.216667,98.016667,79.750000,87.816667,91.816667,93.983333,92.650000,95.850000,97.533333,98.433333,96.216667,98.216667,99.050000,99.450000,98.016667,99.150000,99.566667,99.733333,0.662013,3.561552,v4.1,jobs/baseline/bl_aw_blockage_020
123,BL-AW,none,40,1.000000,108000,0,20,82096,82096,317.631307,0.000000,97.916667,98.050000,78.150000,92.033333,96.100000,97.833333,78.150000,86.283333,90.983333,93.316667,92.033333,95.366667,97.383333,98.266667,96.100000,97.916667,98.933333,99.350000,97.833333,98.933333,99.450000,99.683333,0.696847,4.096464,78.733333,92.233333,96.116667,97.850000,78.750000,86.283333,90.833333,93.366667,92.250000,95.516667,97.316667,98.266667,96.116667,98.050000,98.866667,99.266667,97.850000,98.983333,99.483333,99.666667,0.736995,4.079091,v4.1,jobs/baseline/bl_aw_blockage_040
123,BL-AW,none,60,1.000000,108000,0,15,82096,82096,318.733122,0.000000,97.766667,97.616667,78.100000,91.700000,95.833333,97.716667,78.100000,86.066667,90.433333,92.516667,91.700000,95.266667,97.200000,97.900000,95.833333,97.766667,98.866667,99.233333,97.716667,98.833333,99.466667,99.766667,0.785910,4.530396,77.600000,91.266667,95.500000,97.483333,77.616667,85.616667,89.800000,92.416667,91.266667,94.866667,96.766667,97.800000,95.500000,97.616667,98.633333,99.150000,97.483333,98.850000,99.383333,99.633333,0.846184,4.717857,v4.1,jobs/baseline/bl_aw_blockage_060
