epoch,train_loss_total,train_loss_ce,train_loss_kpi,val_acc_%,test_acc_%,epoch_time_s,val_top1_%,val_top2_incl_%,val_top3_incl_%,val_top4_incl_%,val_top1_m0db_%,val_top1_m1db_%,val_top1_m2db_%,val_top1_m3db_%,val_top2_m0db_%,val_top2_m1db_%,val_top2_m2db_%,val_top2_m3db_%,val_top3_m0db_%,val_top3_m1db_%,val_top3_m2db_%,val_top3_m3db_%,val_top4_m0db_%,val_top4_m1db_%,val_top4_m2db_%,val_top4_m3db_%,val_avg_rsrp_loss_db,val_p95_rsrp_loss_db,test_top1_%,test_top2_incl_%,test_top3_incl_%,test_top4_incl_%,test_top1_m0db_%,test_top1_m1db_%,test_top1_m2db_%,test_top1_m3db_%,test_top2_m0db_%,test_top2_m1db_%,test_top2_m2db_%,test_top2_m3db_%,test_top3_m0db_%,test_top3_m1db_%,test_top3_m2db_%,test_top3_m3db_%,test_top4_m0db_%,test_top4_m1db_%,test_top4_m2db_%,test_top4_m3db_%,test_avg_rsrp_loss_db,test_p95_rsrp_loss_db
1,1.102200,1.102200,0.000000,96.416667,96.683333,17.789458,70.266667,88.283333,93.966667,96.733333,70.266667,79.083333,84.666667,87.733333,88.300000,92.516667,94.983333,96.300000,93.983333,96.416667,97.683333,98.333333,96.733333,98.133333,98.816667,99.166667,1.284868,8.456705,70.383333,87.966667,93.933333,96.666667,70.383333,79.483333,84.900000,88.350000,87.966667,92.833333,95.083333,96.383333,93.933333,96.683333,97.883333,98.583333,96.666667,98.216667,98.966667,99.300000,1.255007,8.197903
2,0.805948,0.805948,0.000000,95.516667,96.233333,17.850450,67.950000,85.916667,92.916667,96.133333,67.966667,76.716667,81.933333,85.450000,85.933333,90.350000,92.933333,94.600000,92.916667,95.516667,97.216667,97.983333,96.133333,97.566667,98.550000,98.966667,1.515796,9.677532,67.966667,86.316667,93.316667,96.666667,67.966667,77.433333,82.850000,86.233333,86.316667,91.283333,93.583333,95.116667,93.316667,96.233333,97.416667,98.250000,96.666667,98.266667,98.816667,99.316667,1.489770,9.311920
3,0.747536,0.747536,0.000000,97.150000,97.166667,17.818271,72.300000,89.300000,94.966667,97.283333,72.316667,80.600000,85.683333,88.516667,89.316667,93.316667,95.416667,96.500000,94.966667,97.150000,98.266667,98.866667,97.283333,98.533333,99.133333,99.516667,1.273771,8.807911,72.366667,89.200000,94.900000,97.300000,72.366667,81.366667,86.133333,89.416667,89.200000,93.500000,95.700000,96.883333,94.900000,97.166667,98.333333,98.866667,97.300000,98.583333,99.216667,99.533333,1.181915,7.748191
4,0.719578,0.719578,0.000000,97.316667,97.750000,17.817231,73.550000,90.233333,95.566667,97.833333,73.566667,82.150000,86.833333,89.900000,90.250000,93.883333,95.883333,97.000000,95.566667,97.316667,98.350000,98.883333,97.833333,98.716667,99.183333,99.533333,1.043971,6.447561,73.183333,90.500000,95.816667,97.583333,73.183333,82.716667,87.533333,90.650000,90.500000,94.533333,96.283333,97.450000,95.816667,97.750000,98.500000,99.050000,97.583333,98.716667,99.150000,99.516667,0.988599,6.148125
5,0.697254,0.697254,0.000000,97.583333,97.700000,17.794140,75.000000,91.000000,95.650000,97.783333,75.016667,83.416667,88.033333,90.666667,91.016667,94.333333,96.133333,97.216667,95.650000,97.583333,98.450000,98.983333,97.783333,98.783333,99.316667,99.566667,0.985802,6.115054,74.733333,90.466667,95.533333,97.550000,74.733333,83.633333,88.450000,91.333333,90.466667,94.733333,96.650000,97.700000,95.533333,97.700000,98.583333,99.100000,97.550000,98.850000,99.216667,99.500000,0.910086,5.581061
6,0.680074,0.680074,0.000000,97.366667,97.550000,17.766469,74.283333,90.616667,95.433333,97.800000,74.300000,82.600000,87.100000,90.100000,90.633333,94.116667,96.233333,97.550000,95.433333,97.366667,98.316667,98.983333,97.800000,98.750000,99.216667,99.516667,1.010225,6.222650,74.033333,89.966667,95.233333,97.533333,74.033333,83.016667,87.816667,90.833333,89.966667,94.450000,96.533333,97.700000,95.233333,97.550000,98.566667,99.166667,97.533333,98.800000,99.200000,99.600000,0.934931,5.480408
7,0.658864,0.658864,0.000000,97.716667,97.950000,17.852580,75.250000,90.883333,95.950000,98.000000,75.266667,83.233333,87.900000,90.900000,90.883333,94.350000,96.133333,97.233333,95.950000,97.716667,98.500000,99.083333,98.000000,98.833333,99.250000,99.583333,0.943280,5.474549,74.766667,90.683333,95.883333,97.783333,74.766667,83.933333,88.233333,91.450000,90.683333,94.783333,96.516667,97.566667,95.883333,97.950000,98.700000,99.133333,97.783333,98.950000,99.316667,99.600000,0.918462,5.668400
8,0.657177,0.657177,0.000000,97.783333,97.950000,17.879921,76.366667,91.283333,96.116667,97.983333,76.383333,84.333333,88.850000,91.766667,91.300000,94.616667,96.383333,97.616667,96.116667,97.783333,98.533333,99.066667,97.983333,98.916667,99.366667,99.666667,0.862045,5.235105,75.883333,90.833333,95.950000,97.750000,75.883333,84.400000,88.983333,92.233333,90.833333,94.900000,96.700000,97.900000,95.950000,97.950000,98.616667,99.183333,97.750000,98.900000,99.283333,99.616667,0.799485,4.694963
9,0.638058,0.638058,0.000000,97.700000,97.983333,17.833994,75.300000,90.900000,96.216667,97.966667,75.316667,83.183333,87.950000,90.866667,90.916667,94.300000,95.983333,97.250000,96.216667,97.700000,98.483333,98.966667,97.966667,98.800000,99.150000,99.466667,0.969587,5.934960,74.916667,90.650000,96.116667,97.950000,74.916667,83.633333,88.200000,91.150000,90.666667,94.716667,96.483333,97.666667,96.116667,97.983333,98.633333,99.150000,97.950000,99.050000,99.316667,99.583333,0.961804,5.678747
10,0.623590,0.623590,0.000000,97.866667,98.000000,17.862403,75.716667,90.966667,96.000000,98.050000,75.733333,84.250000,89.016667,91.833333,90.983333,94.816667,96.600000,97.700000,96.000000,97.866667,98.650000,99.150000,98.050000,98.983333,99.450000,99.700000,0.840374,4.934168,75.500000,90.600000,95.666667,97.750000,75.500000,84.300000,89.150000,92.166667,90.600000,95.033333,96.883333,98.016667,95.666667,98.000000,98.833333,99.283333,97.750000,99.050000,99.416667,99.666667,0.836382,4.906656
