epoch,train_loss_total,train_loss_ce,train_loss_kpi,val_acc_%,test_acc_%,epoch_time_s,val_top1_%,val_top2_incl_%,val_top3_incl_%,val_top4_incl_%,val_top1_m0db_%,val_top1_m1db_%,val_top1_m2db_%,val_top1_m3db_%,val_top2_m0db_%,val_top2_m1db_%,val_top2_m2db_%,val_top2_m3db_%,val_top3_m0db_%,val_top3_m1db_%,val_top3_m2db_%,val_top3_m3db_%,val_top4_m0db_%,val_top4_m1db_%,val_top4_m2db_%,val_top4_m3db_%,val_avg_rsrp_loss_db,val_p95_rsrp_loss_db,test_top1_%,test_top2_incl_%,test_top3_incl_%,test_top4_incl_%,test_top1_m0db_%,test_top1_m1db_%,test_top1_m2db_%,test_top1_m3db_%,test_top2_m0db_%,test_top2_m1db_%,test_top2_m2db_%,test_top2_m3db_%,test_top3_m0db_%,test_top3_m1db_%,test_top3_m2db_%,test_top3_m3db_%,test_top4_m0db_%,test_top4_m1db_%,test_top4_m2db_%,test_top4_m3db_%,test_avg_rsrp_loss_db,test_p95_rsrp_loss_db
1,1.070660,1.070660,0.000000,97.100000,97.033333,15.231884,73.183333,89.666667,94.633333,97.166667,73.183333,83.266667,88.733333,91.300000,89.683333,93.916667,96.066667,97.383333,94.650000,97.100000,98.200000,98.716667,97.183333,98.533333,99.166667,99.500000,0.954087,5.907134,73.483333,89.716667,94.333333,96.633333,73.500000,83.516667,88.766667,91.650000,89.716667,94.200000,96.083333,97.383333,94.333333,97.033333,97.983333,98.683333,96.633333,98.100000,98.716667,99.250000,0.937955,5.519143
2,0.742790,0.742790,0.000000,97.616667,97.750000,15.277483,75.600000,90.366667,95.550000,97.550000,75.616667,84.716667,89.366667,91.883333,90.366667,94.416667,96.683333,97.550000,95.550000,97.616667,98.583333,99.033333,97.550000,98.616667,99.216667,99.533333,0.895864,5.344324,75.316667,90.850000,95.400000,97.500000,75.333333,84.716667,89.166667,91.600000,90.850000,94.983333,96.650000,97.700000,95.400000,97.750000,98.450000,99.150000,97.500000,98.866667,99.266667,99.616667,0.956640,5.879459
3,0.685634,0.685634,0.000000,97.816667,97.933333,15.149174,74.200000,91.300000,95.966667,97.850000,74.216667,84.350000,89.666667,91.983333,91.300000,94.983333,96.750000,97.733333,95.966667,97.816667,98.716667,99.066667,97.850000,98.816667,99.316667,99.533333,0.906552,5.540223,75.233333,91.400000,95.933333,97.750000,75.250000,85.000000,89.950000,92.383333,91.400000,95.183333,96.850000,98.016667,95.933333,97.933333,98.716667,99.283333,97.750000,98.900000,99.316667,99.683333,0.838987,4.905781
4,0.654480,0.654480,0.000000,96.766667,97.383333,15.276144,69.383333,88.050000,94.466667,97.200000,69.400000,79.400000,84.966667,88.433333,88.066667,92.566667,95.250000,96.516667,94.466667,96.766667,98.233333,98.900000,97.200000,98.333333,99.083333,99.500000,1.232499,7.601854,69.750000,88.733333,94.833333,97.200000,69.766667,80.000000,85.316667,88.650000,88.750000,93.133333,95.183333,96.500000,94.833333,97.383333,98.250000,98.950000,97.200000,98.650000,99.183333,99.600000,1.210387,7.497611
5,0.626404,0.626404,0.000000,98.050000,98.250000,15.502948,77.683333,92.200000,96.416667,98.116667,77.700000,86.416667,90.933333,93.200000,92.200000,95.550000,97.300000,98.066667,96.416667,98.050000,98.933333,99.233333,98.116667,99.066667,99.516667,99.716667,0.729411,4.200563,77.733333,92.183333,96.350000,97.916667,77.733333,87.033333,91.100000,93.500000,92.183333,95.916667,97.466667,98.383333,96.350000,98.250000,98.850000,99.250000,97.916667,99.033333,99.283333,99.583333,0.709922,4.143983
6,0.614035,0.614035,0.000000,97.766667,98.200000,15.135322,77.566667,92.066667,96.316667,98.000000,77.583333,86.366667,90.600000,92.866667,92.066667,95.533333,97.150000,98.100000,96.316667,97.766667,98.800000,99.150000,98.000000,98.783333,99.350000,99.600000,0.773221,4.516938,77.366667,91.933333,96.416667,97.966667,77.383333,86.500000,90.750000,93.233333,91.933333,95.833333,97.216667,98.150000,96.416667,98.200000,98.800000,99.216667,97.966667,99.050000,99.416667,99.650000,0.728484,4.248048
7,0.599051,0.599051,0.000000,98.050000,97.983333,15.146340,76.050000,91.366667,96.500000,98.316667,76.066667,85.266667,89.983333,92.916667,91.366667,94.983333,96.900000,97.850000,96.500000,98.050000,98.866667,99.250000,98.316667,99.116667,99.433333,99.683333,0.747137,4.157786,76.200000,91.316667,95.916667,97.716667,76.200000,85.816667,90.650000,93.500000,91.316667,95.200000,97.050000,98.050000,95.916667,97.983333,98.750000,99.216667,97.716667,98.916667,99.333333,99.600000,0.679721,3.980003
8,0.589288,0.589288,0.000000,98.133333,98.366667,15.202276,77.666667,92.466667,96.566667,98.283333,77.683333,86.566667,90.766667,93.050000,92.466667,95.866667,97.533333,98.183333,96.566667,98.133333,99.016667,99.316667,98.283333,99.133333,99.550000,99.766667,0.759454,4.444584,77.900000,92.583333,96.433333,97.883333,77.916667,86.800000,90.733333,93.150000,92.583333,96.316667,97.600000,98.400000,96.433333,98.366667,98.966667,99.383333,97.883333,99.100000,99.466667,99.700000,0.712969,4.255856
9,0.576583,0.576583,0.000000,98.233333,98.516667,15.226021,78.100000,92.633333,96.683333,98.316667,78.116667,86.733333,90.700000,93.200000,92.633333,95.866667,97.500000,98.233333,96.683333,98.233333,98.983333,99.283333,98.316667,99.133333,99.533333,99.666667,0.748016,4.361628,78.350000,92.816667,96.633333,98.000000,78.366667,87.316667,91.466667,93.633333,92.816667,96.333333,97.716667,98.416667,96.633333,98.516667,99.100000,99.400000,98.000000,99.150000,99.450000,99.683333,0.682946,3.994833
10,0.569462,0.569462,0.000000,98.066667,98.416667,15.560755,77.283333,92.233333,96.516667,98.266667,77.300000,86.783333,91.266667,93.716667,92.250000,95.866667,97.450000,98.116667,96.533333,98.066667,98.900000,99.166667,98.266667,99.050000,99.450000,99.650000,0.664243,3.855475,77.633333,92.116667,96.566667,98.166667,77.650000,86.783333,91.050000,93.650000,92.116667,95.950000,97.350000,98.266667,96.566667,98.416667,99.016667,99.300000,98.166667,99.183333,99.500000,99.683333,0.684722,3.837452
