seed,method,freeze,blockage_%,train_frac,train_samples,ft_epochs,selected_epoch,total_params,trainable_params,train_time_s,eval_time_s,val_acc_%,test_acc_%,val_top1_%,val_top2_incl_%,val_top3_incl_%,val_top4_incl_%,val_top1_m0db_%,val_top1_m1db_%,val_top1_m2db_%,val_top1_m3db_%,val_top2_m0db_%,val_top2_m1db_%,val_top2_m2db_%,val_top2_m3db_%,val_top3_m0db_%,val_top3_m1db_%,val_top3_m2db_%,val_top3_m3db_%,val_top4_m0db_%,val_top4_m1db_%,val_top4_m2db_%,val_top4_m3db_%,val_avg_rsrp_loss_db,val_p95_rsrp_loss_db,test_top1_%,test_top2_incl_%,test_top3_incl_%,test_top4_incl_%,test_top1_m0db_%,test_top1_m1db_%,test_top1_m2db_%,test_top1_m3db_%,test_top2_m0db_%,test_top2_m1db_%,test_top2_m2db_%,test_top2_m3db_%,test_top3_m0db_%,test_top3_m1db_%,test_top3_m2db_%,test_top3_m3db_%,test_top4_m0db_%,test_top4_m1db_%,test_top4_m2db_%,test_top4_m3db_%,test_avg_rsrp_loss_db,test_p95_rsrp_loss_db,results_schema_version,job_path
123,BL-AG,none,0,1.000000,108000,0,0,82096,82096,340.569431,0.344663,98.383333,98.650000,79.766667,92.800000,96.800000,98.283333,79.766667,87.700000,91.933333,94.266667,92.800000,95.916667,97.583333,98.400000,96.800000,98.383333,99.316667,99.633333,98.283333,99.183333,99.716667,99.833333,0.602164,3.562094,80.566667,93.350000,97.033333,98.200000,80.566667,88.466667,92.216667,94.333333,93.350000,96.533333,97.966667,98.650000,97.033333,98.650000,99.300000,99.566667,98.200000,99.216667,99.583333,99.750000,0.603292,3.441525,v4.1,jobs/baseline/bl_ag_eval
123,BL-AG,none,20,1.000000,108000,0,0,82096,82096,340.569431,0.348022,86.750000,87.550000,58.683333,74.616667,81.966667,88.433333,58.683333,68.766667,75.883333,81.066667,74.616667,81.033333,85.883333,89.433333,81.966667,86.750000,90.333333,93.150000,88.433333,91.666667,94.300000,95.983333,2.031613,12.240370,59.633333,75.483333,82.683333,88.750000,59.633333,69.433333,76.266667,81.100000,75.483333,82.150000,86.666667,89.900000,82.683333,87.550000,90.950000,93.283333,88.750000,92.150000,94.400000,95.966667,2.024084,11.964446,v4.1,jobs/baseline/bl_ag_eval
123,BL-AG,none,40,1.000000,108000,0,0,82096,82096,340.569431,0.372444,82.933333,83.800000,49.766667,68.116667,76.716667,82.850000,49.766667,60.016667,67.916667,73.900000,68.116667,76.350000,82.116667,86.783333,76.716667,82.933333,87.400000,90.683333,82.850000,87.516667,90.800000,93.033333,2.777667,14.885091,50.250000,69.300000,78.066667,84.050000,50.250000,60.200000,68.316667,74.450000,69.300000,77.533333,83.100000,87.066667,78.066667,83.800000,88.066667,90.750000,84.050000,88.233333,91.466667,93.533333,2.766348,14.888137,v4.1,jobs/baseline/bl_ag_eval
123,BL-AG,none,60,1.000000,108000,0,0,82096,82096,340.569431,0.350143,83.633333,84.383333,44.133333,67.333333,76.916667,83.700000,44.133333,53.450000,61.233333,67.783333,67.333333,75.833333,82.316667,86.983333,76.916667,83.633333,88.700000,92.016667,83.700000,88.683333,92.133333,94.433333,3.460007,16.171705,44.783333,68.083333,77.633333,84.900000,44.783333,53.916667,61.816667,68.350000,68.083333,76.766667,83.250000,87.216667,77.633333,84.383333,89.116667,91.916667,84.900000,89.366667,92.516667,94.583333,3.449363,16.454679,v4.1,jobs/baseline/bl_ag_eval
123,BL-AG,none,80,1.000000,108000,0,0,82096,82096,340.569431,0.341041,83.016667,84.000000,40.016667,66.050000,75.866667,82.216667,40.016667,48.666667,56.483333,63.250000,66.050000,74.400000,81.100000,86.433333,75.866667,83.016667,88.783333,92.483333,82.216667,87.933333,92.083333,94.866667,4.170833,18.432698,40.300000,66.450000,76.550000,83.133333,40.300000,48.950000,56.866667,63.600000,66.450000,75.116667,82.050000,86.450000,76.550000,84.000000,89.333333,92.533333,83.133333,88.600000,92.416667,94.850000,4.230158,18.742945,v4.1,jobs/baseline/bl_ag_eval
123,BL-AG,none,100,1.000000,108000,0,0,82096,82096,340.569431,0.332868,80.666667,81.650000,35.616667,60.583333,73.050000,79.883333,35.616667,43.750000,51.050000,57.416667,60.583333,69.250000,76.683333,82.083333,73.050000,80.666667,86.916667,91.266667,79.883333,86.050000,91.050000,94.550000,5.389537,21.086627,36.416667,61.250000,73.966667,80.250000,36.416667,44.400000,51.800000,58.083333,61.250000,69.916667,76.700000,81.483333,73.966667,81.650000,87.250000,91.283333,80.250000,86.733333,91.500000,94.483333,5.472406,21.401865,v4.1,jobs/baseline/bl_ag_eval
123,BL-AW,none,0,1.000000,108000,0,18,82096,82096,351.975634,0.000000,98.383333,98.650000,79.766667,92.800000,96.800000,98.283333,79.766667,87.700000,91.933333,94.266667,92.800000,95.916667,97.583333,98.400000,96.800000,98.383333,99.316667,99.633333,98.283333,99.183333,99.716667,99.833333,0.602164,3.562094,80.566667,93.350000,97.033333,98.200000,80.566667,88.466667,92.216667,94.333333,93.350000,96.533333,97.966667,98.650000,97.033333,98.650000,99.300000,99.566667,98.200000,99.216667,99.583333,99.750000,0.603292,3.441525,v4.1,jobs/baseline/bl_aw_blockage_000
123,BL-AW,none,20,1.000000,108000,0,20,82096,82096,329.496290,0.000000,98.216667,98.433333,80.083333,93.116667,96.550000,98.233333,80.083333,87.300000,91.316667,93.833333,93.116667,96.100000,97.850000,98.650000,96.550000,98.216667,99.150000,99.500000,98.233333,99.250000,99.633333,99.800000,0.637508,3.837256,80.583333,93.666667,96.750000,98.300000,80.600000,88.650000,92.200000,94.366667,93.666667,96.783333,97.933333,98.716667,96.750000,98.433333,99.100000,99.466667,98.300000,99.283333,99.616667,99.816667,0.604615,3.482933,v4.1,jobs/baseline/bl_aw_blockage_020
123,BL-AW,none,40,1.000000,108000,0,20,82096,82096,331.229679,0.000000,98.150000,98.050000,78.850000,92.033333,96.300000,98.400000,78.850000,86.633333,91.266667,93.966667,92.033333,95.583333,97.483333,98.483333,96.300000,98.150000,99.166667,99.500000,98.400000,99.233333,99.700000,99.833333,0.659512,3.702499,79.450000,93.133333,96.400000,98.000000,79.466667,87.566667,91.433333,93.766667,93.133333,96.283333,97.666667,98.400000,96.400000,98.050000,98.916667,99.266667,98.000000,99.100000,99.500000,99.716667,0.658959,3.888424,v4.1,jobs/baseline/bl_aw_blockage_040
123,BL-AW,none,60,1.000000,108000,0,17,82096,82096,334.455352,0.000000,97.600000,97.766667,74.266667,90.283333,95.600000,97.783333,74.266667,82.100000,86.700000,89.833333,90.283333,94.150000,96.150000,97.416667,95.600000,97.600000,98.566667,99.100000,97.783333,98.966667,99.400000,99.633333,1.103621,7.397142,75.000000,91.133333,95.766667,97.833333,75.000000,83.933333,87.666667,90.183333,91.150000,95.000000,96.666667,97.500000,95.766667,97.766667,98.783333,99.250000,97.833333,98.833333,99.350000,99.666667,1.069681,7.370659,v4.1,jobs/baseline/bl_aw_blockage_060
