seed,method,freeze,blockage_%,train_frac,train_samples,ft_epochs,selected_epoch,total_params,trainable_params,train_time_s,eval_time_s,val_acc_%,test_acc_%,val_top1_%,val_top2_incl_%,val_top3_incl_%,val_top4_incl_%,val_top1_m0db_%,val_top1_m1db_%,val_top1_m2db_%,val_top1_m3db_%,val_top2_m0db_%,val_top2_m1db_%,val_top2_m2db_%,val_top2_m3db_%,val_top3_m0db_%,val_top3_m1db_%,val_top3_m2db_%,val_top3_m3db_%,val_top4_m0db_%,val_top4_m1db_%,val_top4_m2db_%,val_top4_m3db_%,val_avg_rsrp_loss_db,val_p95_rsrp_loss_db,test_top1_%,test_top2_incl_%,test_top3_incl_%,test_top4_incl_%,test_top1_m0db_%,test_top1_m1db_%,test_top1_m2db_%,test_top1_m3db_%,test_top2_m0db_%,test_top2_m1db_%,test_top2_m2db_%,test_top2_m3db_%,test_top3_m0db_%,test_top3_m1db_%,test_top3_m2db_%,test_top3_m3db_%,test_top4_m0db_%,test_top4_m1db_%,test_top4_m2db_%,test_top4_m3db_%,test_avg_rsrp_loss_db,test_p95_rsrp_loss_db
456,FT,no_freeze,80,0.500000,54000,1,1,82096,82096,98.761178,0.000000,96.450000,96.216667,68.850000,86.833333,93.600000,96.583333,68.850000,77.400000,82.816667,85.966667,86.833333,91.583333,94.150000,95.566667,93.600000,96.450000,97.700000,98.283333,96.583333,98.433333,99.100000,99.383333,1.581952,10.990615,69.283333,86.516667,93.050000,96.083333,69.283333,77.966667,82.716667,85.816667,86.516667,91.150000,93.833333,95.416667,93.050000,96.216667,97.533333,98.283333,96.083333,97.950000,98.716667,99.133333,1.596739,11.419015
456,FT,no_freeze,80,0.500000,54000,2,1,82096,82096,98.761178,0.000000,96.450000,96.216667,68.850000,86.833333,93.600000,96.583333,68.850000,77.400000,82.816667,85.966667,86.833333,91.583333,94.150000,95.566667,93.600000,96.450000,97.700000,98.283333,96.583333,98.433333,99.100000,99.383333,1.581952,10.990615,69.283333,86.516667,93.050000,96.083333,69.283333,77.966667,82.716667,85.816667,86.516667,91.150000,93.833333,95.416667,93.050000,96.216667,97.533333,98.283333,96.083333,97.950000,98.716667,99.133333,1.596739,11.419015
456,FT,no_freeze,80,0.500000,54000,3,3,82096,82096,98.761178,0.000000,96.516667,96.250000,71.100000,87.500000,94.016667,96.566667,71.100000,78.800000,83.366667,86.266667,87.500000,91.900000,94.383333,95.666667,94.016667,96.516667,97.750000,98.316667,96.566667,98.466667,99.083333,99.300000,1.555828,10.821039,70.933333,87.433333,93.900000,96.683333,70.933333,79.266667,83.883333,86.916667,87.433333,91.766667,94.400000,95.850000,93.900000,96.250000,97.483333,98.300000,96.683333,98.100000,98.716667,99.183333,1.454628,10.497184
456,FT,no_freeze,80,0.500000,54000,5,5,82096,82096,98.761178,0.000000,96.916667,96.716667,72.766667,88.400000,94.383333,97.116667,72.766667,80.250000,85.216667,88.016667,88.400000,92.766667,95.000000,96.350000,94.383333,96.916667,98.100000,98.616667,97.116667,98.733333,99.316667,99.516667,1.373447,9.927176,73.266667,88.233333,94.133333,97.150000,73.266667,80.950000,85.183333,88.216667,88.233333,92.600000,95.033333,96.383333,94.133333,96.716667,97.950000,98.600000,97.150000,98.383333,98.933333,99.316667,1.275137,8.791458
456,FT,no_freeze,80,0.500000,54000,8,8,82096,82096,98.761178,0.000000,96.933333,96.733333,73.250000,89.016667,94.550000,97.000000,73.250000,80.650000,85.300000,87.966667,89.016667,92.800000,94.900000,96.066667,94.550000,96.933333,98.033333,98.500000,97.000000,98.583333,99.133333,99.350000,1.355050,9.751328,72.600000,88.333333,94.266667,96.883333,72.600000,80.800000,85.166667,88.116667,88.333333,92.316667,94.616667,96.033333,94.266667,96.733333,97.700000,98.400000,96.883333,98.316667,98.866667,99.300000,1.294418,8.914548
456,FT,no_freeze,80,0.500000,54000,10,10,82096,82096,98.761178,0.000000,97.000000,96.500000,72.216667,88.533333,94.650000,96.933333,72.216667,80.216667,85.283333,88.116667,88.533333,92.666667,94.850000,96.116667,94.650000,97.000000,97.933333,98.566667,96.933333,98.566667,99.166667,99.400000,1.406448,10.115322,72.333333,88.100000,94.100000,96.633333,72.333333,80.650000,85.166667,88.433333,88.100000,92.300000,94.650000,96.183333,94.100000,96.500000,97.566667,98.333333,96.633333,98.116667,98.766667,99.200000,1.296164,8.830272
456,FT,no_freeze,80,0.500000,54000,12,12,82096,82096,98.761178,0.000000,97.066667,96.800000,73.400000,88.716667,94.800000,97.166667,73.400000,81.000000,85.533333,88.316667,88.716667,92.700000,94.983333,96.266667,94.800000,97.066667,98.100000,98.650000,97.166667,98.633333,99.250000,99.416667,1.391407,9.927176,74.166667,89.466667,94.500000,96.900000,74.166667,81.866667,86.050000,88.800000,89.466667,93.250000,95.433333,96.666667,94.500000,96.800000,97.866667,98.516667,96.900000,98.083333,98.766667,99.216667,1.276633,9.284889
