epoch,train_loss_total,train_loss_ce,train_loss_kpi,val_acc_%,test_acc_%,epoch_time_s,val_top1_%,val_top2_incl_%,val_top3_incl_%,val_top4_incl_%,val_top1_m0db_%,val_top1_m1db_%,val_top1_m2db_%,val_top1_m3db_%,val_top2_m0db_%,val_top2_m1db_%,val_top2_m2db_%,val_top2_m3db_%,val_top3_m0db_%,val_top3_m1db_%,val_top3_m2db_%,val_top3_m3db_%,val_top4_m0db_%,val_top4_m1db_%,val_top4_m2db_%,val_top4_m3db_%,val_avg_rsrp_loss_db,val_p95_rsrp_loss_db,test_top1_%,test_top2_incl_%,test_top3_incl_%,test_top4_incl_%,test_top1_m0db_%,test_top1_m1db_%,test_top1_m2db_%,test_top1_m3db_%,test_top2_m0db_%,test_top2_m1db_%,test_top2_m2db_%,test_top2_m3db_%,test_top3_m0db_%,test_top3_m1db_%,test_top3_m2db_%,test_top3_m3db_%,test_top4_m0db_%,test_top4_m1db_%,test_top4_m2db_%,test_top4_m3db_%,test_avg_rsrp_loss_db,test_p95_rsrp_loss_db
1,3.796454,3.796454,0.000000,90.216667,90.316667,0.356270,55.533333,75.683333,85.150000,89.833333,55.533333,65.083333,71.566667,76.300000,75.683333,82.766667,87.166667,90.533333,85.150000,90.216667,93.266667,95.433333,89.833333,93.550000,95.766667,97.166667,2.608874,15.580752,56.233333,74.916667,84.933333,89.833333,56.233333,66.050000,72.600000,77.133333,74.916667,82.716667,87.400000,90.400000,84.933333,90.316667,93.300000,95.100000,89.833333,93.633333,95.833333,97.050000,2.483003,14.492219
2,2.465605,2.465605,0.000000,92.866667,93.083333,0.351377,60.916667,81.366667,88.583333,91.950000,60.916667,70.716667,76.966667,81.233333,81.383333,87.716667,91.350000,93.683333,88.583333,92.866667,95.283333,96.883333,91.950000,95.066667,96.966667,98.016667,2.057979,12.526445,60.800000,80.783333,88.750000,92.083333,60.816667,70.933333,77.500000,81.350000,80.800000,87.500000,91.116667,93.200000,88.750000,93.083333,95.416667,96.800000,92.083333,95.283333,97.133333,98.150000,2.027274,12.744760
3,1.731612,1.731612,0.000000,94.150000,94.533333,0.349460,64.200000,83.816667,90.166667,93.166667,64.200000,73.866667,79.500000,83.216667,83.833333,89.866667,92.983333,94.983333,90.166667,94.150000,96.216667,97.400000,93.166667,96.033333,97.683333,98.483333,1.872387,12.043790,63.950000,83.566667,90.633333,93.400000,63.966667,73.983333,79.666667,83.300000,83.583333,89.616667,92.800000,94.500000,90.633333,94.533333,96.483333,97.550000,93.400000,96.316667,97.783333,98.600000,1.857916,12.072528
4,1.277987,1.277987,0.000000,94.850000,94.983333,0.361664,64.416667,83.916667,91.250000,94.633333,64.433333,74.066667,79.700000,83.316667,83.933333,89.916667,93.050000,95.033333,91.250000,94.850000,96.783333,97.833333,94.633333,96.933333,98.150000,98.766667,1.909888,12.211354,64.866667,84.283333,91.283333,94.900000,64.883333,74.950000,80.466667,83.666667,84.300000,90.183333,93.466667,95.083333,91.283333,94.983333,96.833333,97.766667,94.900000,97.066667,98.216667,98.766667,1.862743,12.672471
5,1.058879,1.058879,0.000000,95.050000,95.333333,0.331265,64.216667,84.300000,92.050000,95.516667,64.216667,74.133333,79.666667,83.550000,84.300000,89.916667,93.183333,95.050000,92.050000,95.050000,96.833333,97.900000,95.516667,97.400000,98.400000,99.000000,1.816352,11.514904,65.033333,84.833333,91.900000,95.500000,65.050000,75.133333,80.750000,84.216667,84.850000,90.366667,93.483333,95.216667,91.900000,95.333333,97.016667,97.866667,95.500000,97.416667,98.466667,99.000000,1.779432,11.785227
6,0.965745,0.965745,0.000000,95.366667,95.900000,0.362200,65.033333,85.250000,92.450000,95.983333,65.033333,74.916667,80.200000,83.700000,85.250000,90.366667,93.433333,95.233333,92.450000,95.366667,97.000000,98.016667,95.983333,97.566667,98.550000,99.133333,1.842798,11.951423,65.716667,85.550000,92.883333,95.483333,65.733333,75.383333,80.666667,83.950000,85.566667,90.800000,93.783333,95.450000,92.883333,95.900000,97.400000,98.100000,95.483333,97.433333,98.383333,98.866667,1.782185,11.892362
7,0.863745,0.863745,0.000000,95.500000,95.916667,0.342053,66.400000,86.066667,92.850000,95.933333,66.400000,76.266667,81.500000,84.950000,86.083333,91.083333,93.783333,95.600000,92.850000,95.500000,97.200000,98.150000,95.933333,97.466667,98.566667,99.100000,1.676094,11.357771,66.950000,86.400000,93.133333,95.716667,66.966667,77.000000,82.166667,85.300000,86.416667,91.316667,94.066667,95.566667,93.133333,95.916667,97.283333,98.050000,95.716667,97.550000,98.416667,98.816667,1.623178,11.122208
8,0.769958,0.769958,0.000000,95.700000,95.966667,0.380988,66.950000,86.066667,93.066667,95.950000,66.950000,76.933333,82.133333,85.483333,86.083333,91.066667,93.883333,95.633333,93.066667,95.700000,97.316667,98.233333,95.950000,97.533333,98.616667,99.200000,1.612676,10.950064,66.700000,86.600000,93.116667,95.916667,66.716667,76.833333,82.083333,85.266667,86.616667,91.483333,93.983333,95.333333,93.116667,95.966667,97.366667,98.133333,95.916667,97.616667,98.500000,98.900000,1.622791,10.911207
9,0.725776,0.725776,0.000000,96.016667,96.033333,0.366444,66.983333,86.500000,93.416667,96.383333,66.983333,77.033333,82.066667,85.383333,86.516667,91.233333,93.950000,95.716667,93.416667,96.016667,97.483333,98.416667,96.383333,97.866667,98.833333,99.383333,1.614757,10.897766,66.816667,86.350000,93.233333,96.116667,66.816667,76.600000,82.000000,85.300000,86.366667,91.283333,93.916667,95.400000,93.233333,96.033333,97.316667,98.000000,96.116667,97.750000,98.600000,98.966667,1.594236,10.687158
10,0.682434,0.682434,0.000000,96.133333,96.400000,0.336382,67.000000,86.550000,93.600000,96.566667,67.016667,76.800000,81.866667,85.366667,86.566667,91.283333,93.833333,95.500000,93.616667,96.133333,97.433333,98.300000,96.566667,97.983333,98.816667,99.283333,1.609975,10.896143,66.633333,86.683333,93.833333,96.483333,66.633333,76.366667,81.533333,84.583333,86.700000,91.516667,94.033333,95.466667,93.833333,96.400000,97.500000,98.216667,96.483333,98.066667,98.750000,99.116667,1.680218,11.236587
11,0.629034,0.629034,0.000000,96.133333,96.200000,0.393711,67.266667,86.883333,93.583333,96.650000,67.266667,77.016667,82.316667,85.650000,86.900000,91.616667,94.200000,95.733333,93.600000,96.133333,97.500000,98.416667,96.650000,98.183333,98.916667,99.366667,1.604927,11.087926,67.283333,87.100000,93.666667,96.500000,67.283333,77.183333,82.300000,85.466667,87.116667,91.766667,94.216667,95.533333,93.666667,96.200000,97.450000,98.200000,96.500000,98.083333,98.683333,99.116667,1.604693,10.852825
