seed,method,freeze,blockage_%,train_frac,train_samples,ft_epochs,selected_epoch,total_params,trainable_params,train_time_s,eval_time_s,val_acc_%,test_acc_%,val_top1_%,val_top2_incl_%,val_top3_incl_%,val_top4_incl_%,val_top1_m0db_%,val_top1_m1db_%,val_top1_m2db_%,val_top1_m3db_%,val_top2_m0db_%,val_top2_m1db_%,val_top2_m2db_%,val_top2_m3db_%,val_top3_m0db_%,val_top3_m1db_%,val_top3_m2db_%,val_top3_m3db_%,val_top4_m0db_%,val_top4_m1db_%,val_top4_m2db_%,val_top4_m3db_%,val_avg_rsrp_loss_db,val_p95_rsrp_loss_db,test_top1_%,test_top2_incl_%,test_top3_incl_%,test_top4_incl_%,test_top1_m0db_%,test_top1_m1db_%,test_top1_m2db_%,test_top1_m3db_%,test_top2_m0db_%,test_top2_m1db_%,test_top2_m2db_%,test_top2_m3db_%,test_top3_m0db_%,test_top3_m1db_%,test_top3_m2db_%,test_top3_m3db_%,test_top4_m0db_%,test_top4_m1db_%,test_top4_m2db_%,test_top4_m3db_%,test_avg_rsrp_loss_db,test_p95_rsrp_loss_db
789,FT,freeze_cnn,100,0.030000,3240,1,1,82096,77312,6.042789,0.000000,83.383333,83.916667,47.650000,68.116667,77.750000,82.816667,47.666667,57.100000,66.000000,72.216667,68.116667,75.483333,81.516667,85.933333,77.750000,83.383333,87.966667,91.200000,82.816667,87.700000,91.483333,93.816667,3.132663,16.972255,48.366667,68.800000,77.700000,83.000000,48.366667,58.200000,66.100000,72.166667,68.800000,77.200000,82.583333,87.116667,77.700000,83.916667,88.083333,91.550000,83.000000,87.866667,91.300000,93.966667,3.088784,16.443711
789,FT,freeze_cnn,100,0.030000,3240,2,2,82096,77312,6.042789,0.000000,90.666667,90.816667,55.550000,75.516667,85.600000,90.783333,55.550000,65.133333,72.800000,77.633333,75.516667,82.766667,87.583333,90.900000,85.600000,90.666667,93.666667,95.666667,90.783333,94.450000,96.216667,97.450000,2.483717,14.792070,56.633333,75.466667,85.650000,90.966667,56.650000,66.100000,73.483333,78.583333,75.466667,82.350000,87.500000,90.783333,85.650000,90.816667,93.966667,95.616667,90.966667,94.833333,96.583333,97.666667,2.426399,14.326003
789,FT,freeze_cnn,100,0.030000,3240,3,3,82096,77312,6.042789,0.000000,93.333333,92.616667,60.683333,80.133333,89.350000,93.416667,60.683333,70.416667,77.966667,82.766667,80.133333,86.583333,90.550000,93.166667,89.350000,93.333333,95.583333,96.816667,93.416667,96.166667,97.516667,98.300000,1.860651,11.494400,61.566667,80.300000,88.333333,92.616667,61.583333,71.516667,78.166667,83.150000,80.300000,86.533333,90.383333,93.233333,88.333333,92.616667,95.050000,96.550000,92.616667,95.816667,97.266667,98.083333,1.778076,10.760357
789,FT,freeze_cnn,100,0.030000,3240,5,5,82096,77312,6.042789,0.000000,94.783333,94.566667,64.350000,83.866667,90.900000,94.583333,64.350000,73.750000,80.666667,84.433333,83.866667,89.483333,92.800000,94.533333,90.900000,94.783333,96.600000,97.533333,94.583333,96.883333,98.066667,98.733333,1.687211,10.855193,65.016667,83.900000,90.916667,94.250000,65.033333,74.716667,80.950000,84.950000,83.900000,89.466667,92.433333,94.433333,90.916667,94.566667,96.150000,97.316667,94.250000,96.800000,97.850000,98.416667,1.650351,10.687877
789,FT,freeze_cnn,100,0.030000,3240,8,8,82096,77312,6.042789,0.000000,95.100000,95.550000,67.500000,85.600000,92.033333,94.933333,67.500000,77.383333,83.766667,86.983333,85.600000,91.000000,94.233333,95.850000,92.033333,95.100000,97.000000,97.883333,94.933333,97.100000,98.200000,98.733333,1.495402,10.149431,67.316667,85.466667,92.266667,95.250000,67.333333,77.150000,82.933333,86.366667,85.466667,90.866667,93.550000,95.233333,92.266667,95.550000,96.983333,97.833333,95.250000,97.433333,98.283333,98.716667,1.555672,10.608942
789,FT,freeze_cnn,100,0.030000,3240,10,9,82096,77312,6.042789,0.000000,95.733333,95.800000,68.533333,86.033333,92.633333,95.300000,68.533333,78.250000,84.600000,87.850000,86.033333,91.283333,94.116667,95.716667,92.633333,95.733333,97.250000,98.033333,95.300000,97.366667,98.383333,98.850000,1.368040,9.026017,68.600000,86.616667,92.766667,95.266667,68.616667,78.433333,84.083333,87.566667,86.616667,91.466667,93.850000,95.316667,92.766667,95.800000,96.966667,97.716667,95.266667,97.433333,98.266667,98.683333,1.379600,8.923704
789,FT,freeze_cnn,100,0.030000,3240,12,9,82096,77312,6.042789,0.000000,95.733333,95.800000,68.533333,86.033333,92.633333,95.300000,68.533333,78.250000,84.600000,87.850000,86.033333,91.283333,94.116667,95.716667,92.633333,95.733333,97.250000,98.033333,95.300000,97.366667,98.383333,98.850000,1.368040,9.026017,68.600000,86.616667,92.766667,95.266667,68.616667,78.433333,84.083333,87.566667,86.616667,91.466667,93.850000,95.316667,92.766667,95.800000,96.966667,97.716667,95.266667,97.433333,98.266667,98.683333,1.379600,8.923704
