seed,method,freeze,blockage_%,train_frac,train_samples,ft_epochs,selected_epoch,total_params,trainable_params,train_time_s,eval_time_s,val_acc_%,test_acc_%,val_top1_%,val_top2_incl_%,val_top3_incl_%,val_top4_incl_%,val_top1_m0db_%,val_top1_m1db_%,val_top1_m2db_%,val_top1_m3db_%,val_top2_m0db_%,val_top2_m1db_%,val_top2_m2db_%,val_top2_m3db_%,val_top3_m0db_%,val_top3_m1db_%,val_top3_m2db_%,val_top3_m3db_%,val_top4_m0db_%,val_top4_m1db_%,val_top4_m2db_%,val_top4_m3db_%,val_avg_rsrp_loss_db,val_p95_rsrp_loss_db,test_top1_%,test_top2_incl_%,test_top3_incl_%,test_top4_incl_%,test_top1_m0db_%,test_top1_m1db_%,test_top1_m2db_%,test_top1_m3db_%,test_top2_m0db_%,test_top2_m1db_%,test_top2_m2db_%,test_top2_m3db_%,test_top3_m0db_%,test_top3_m1db_%,test_top3_m2db_%,test_top3_m3db_%,test_top4_m0db_%,test_top4_m1db_%,test_top4_m2db_%,test_top4_m3db_%,test_avg_rsrp_loss_db,test_p95_rsrp_loss_db
123,MAX-SETB,none,0,0.000000,0,0,0,0,0,0.000000,0.010853,33.766667,33.316667,24.816667,24.816667,24.816667,24.816667,24.816667,33.766667,42.916667,53.316667,24.816667,33.766667,42.916667,53.316667,24.816667,33.766667,42.916667,53.316667,24.816667,33.766667,42.916667,53.316667,3.851120,12.538861,24.933333,24.933333,24.933333,24.933333,24.933333,33.316667,43.666667,53.333333,24.933333,33.316667,43.666667,53.333333,24.933333,33.316667,43.666667,53.333333,24.933333,33.316667,43.666667,53.333333,3.916858,12.725558
123,NN-ANGLE,none,0,0.000000,0,0,0,0,0,0.000000,0.013124,69.033333,69.350000,24.816667,42.483333,61.600000,66.200000,24.816667,33.766667,42.916667,53.316667,42.483333,50.783333,59.250000,67.466667,61.600000,69.033333,76.216667,81.666667,66.200000,72.866667,79.216667,83.966667,3.851120,12.538861,24.933333,42.550000,61.666667,66.383333,24.933333,33.316667,43.666667,53.333333,42.550000,50.516667,59.350000,66.750000,61.666667,69.350000,76.616667,81.966667,66.383333,73.166667,79.666667,84.316667,3.916858,12.725558
123,MAX-SETB,none,20,0.000000,0,0,0,0,0,0.000000,0.005663,11.883333,12.433333,6.200000,6.200000,6.200000,6.200000,6.200000,11.883333,18.633333,27.950000,6.200000,11.883333,18.633333,27.950000,6.200000,11.883333,18.633333,27.950000,6.200000,11.883333,18.633333,27.950000,6.302984,14.439199,7.266667,7.266667,7.266667,7.266667,7.266667,12.433333,19.750000,28.483333,7.266667,12.433333,19.750000,28.483333,7.266667,12.433333,19.750000,28.483333,7.266667,12.433333,19.750000,28.483333,6.375984,14.715931
123,NN-ANGLE,none,20,0.000000,0,0,0,0,0,0.000000,0.012968,43.566667,44.166667,6.200000,27.616667,36.433333,37.750000,6.200000,11.883333,18.633333,27.950000,27.616667,34.800000,42.583333,49.816667,36.433333,43.566667,51.216667,57.583333,37.750000,45.066667,52.883333,59.550000,6.302984,14.439199,7.266667,29.016667,37.266667,38.450000,7.266667,12.433333,19.750000,28.483333,29.033333,35.650000,43.066667,50.383333,37.283333,44.166667,51.383333,57.933333,38.466667,45.583333,52.916667,59.833333,6.375984,14.715931
123,MAX-SETB,none,40,0.000000,0,0,0,0,0,0.000000,0.004702,11.883333,12.433333,6.200000,6.200000,6.200000,6.200000,6.200000,11.883333,18.633333,27.950000,6.200000,11.883333,18.633333,27.950000,6.200000,11.883333,18.633333,27.950000,6.200000,11.883333,18.633333,27.950000,6.305775,14.452549,7.266667,7.266667,7.266667,7.266667,7.266667,12.433333,19.750000,28.483333,7.266667,12.433333,19.750000,28.483333,7.266667,12.433333,19.750000,28.483333,7.266667,12.433333,19.750000,28.483333,6.378085,14.722194
123,NN-ANGLE,none,40,0.000000,0,0,0,0,0,0.000000,0.011570,43.366667,44.000000,6.200000,27.416667,36.233333,37.533333,6.200000,11.883333,18.633333,27.950000,27.416667,34.600000,42.383333,49.616667,36.233333,43.366667,51.016667,57.383333,37.533333,44.850000,52.666667,59.333333,6.305775,14.452549,7.266667,28.866667,37.100000,38.283333,7.266667,12.433333,19.750000,28.483333,28.883333,35.500000,42.883333,50.200000,37.116667,44.000000,51.200000,57.750000,38.300000,45.416667,52.733333,59.650000,6.378085,14.722194
123,MAX-SETB,none,60,0.000000,0,0,0,0,0,0.000000,0.005002,11.883333,12.433333,6.200000,6.200000,6.200000,6.200000,6.200000,11.883333,18.633333,27.950000,6.200000,11.883333,18.633333,27.950000,6.200000,11.883333,18.633333,27.950000,6.200000,11.883333,18.633333,27.950000,6.305775,14.452549,7.266667,7.266667,7.266667,7.266667,7.266667,12.433333,19.750000,28.483333,7.266667,12.433333,19.750000,28.483333,7.266667,12.433333,19.750000,28.483333,7.266667,12.433333,19.750000,28.483333,6.378085,14.722194
123,NN-ANGLE,none,60,0.000000,0,0,0,0,0,0.000000,0.013088,43.366667,44.000000,6.200000,27.416667,36.233333,37.533333,6.200000,11.883333,18.633333,27.950000,27.416667,34.600000,42.383333,49.616667,36.233333,43.366667,51.016667,57.383333,37.533333,44.850000,52.666667,59.333333,6.305775,14.452549,7.266667,28.866667,37.100000,38.283333,7.266667,12.433333,19.750000,28.483333,28.883333,35.500000,42.883333,50.200000,37.116667,44.000000,51.200000,57.750000,38.300000,45.416667,52.733333,59.650000,6.378085,14.722194
123,MAX-SETB,none,80,0.000000,0,0,0,0,0,0.000000,0.004123,11.883333,12.433333,6.200000,6.200000,6.200000,6.200000,6.200000,11.883333,18.633333,27.950000,6.200000,11.883333,18.633333,27.950000,6.200000,11.883333,18.633333,27.950000,6.200000,11.883333,18.633333,27.950000,6.305775,14.452549,7.266667,7.266667,7.266667,7.266667,7.266667,12.433333,19.750000,28.483333,7.266667,12.433333,19.750000,28.483333,7.266667,12.433333,19.750000,28.483333,7.266667,12.433333,19.750000,28.483333,6.378085,14.722194
123,NN-ANGLE,none,80,0.000000,0,0,0,0,0,0.000000,0.013279,43.366667,44.000000,6.200000,27.416667,36.233333,37.533333,6.200000,11.883333,18.633333,27.950000,27.416667,34.600000,42.383333,49.616667,36.233333,43.366667,51.016667,57.383333,37.533333,44.850000,52.666667,59.333333,6.305775,14.452549,7.266667,28.866667,37.100000,38.283333,7.266667,12.433333,19.750000,28.483333,28.883333,35.500000,42.883333,50.200000,37.116667,44.000000,51.200000,57.750000,38.300000,45.416667,52.733333,59.650000,6.378085,14.722194
123,MAX-SETB,none,100,0.000000,0,0,0,0,0,0.000000,0.005307,11.883333,12.433333,6.200000,6.200000,6.200000,6.200000,6.200000,11.883333,18.633333,27.950000,6.200000,11.883333,18.633333,27.950000,6.200000,11.883333,18.633333,27.950000,6.200000,11.883333,18.633333,27.950000,6.305775,14.452549,7.266667,7.266667,7.266667,7.266667,7.266667,12.433333,19.750000,28.483333,7.266667,12.433333,19.750000,28.483333,7.266667,12.433333,19.750000,28.483333,7.266667,12.433333,19.750000,28.483333,6.378085,14.722194
123,NN-ANGLE,none,100,0.000000,0,0,0,0,0,0.000000,0.012975,43.366667,44.000000,6.200000,27.416667,36.233333,37.533333,6.200000,11.883333,18.633333,27.950000,27.416667,34.600000,42.383333,49.616667,36.233333,43.366667,51.016667,57.383333,37.533333,44.850000,52.666667,59.333333,6.305775,14.452549,7.266667,28.866667,37.100000,38.283333,7.266667,12.433333,19.750000,28.483333,28.883333,35.500000,42.883333,50.200000,37.116667,44.000000,51.200000,57.750000,38.300000,45.416667,52.733333,59.650000,6.378085,14.722194
