epoch,train_loss_total,train_loss_ce,train_loss_kpi,val_acc_%,test_acc_%,epoch_time_s,val_top1_%,val_top2_incl_%,val_top3_incl_%,val_top4_incl_%,val_top1_m0db_%,val_top1_m1db_%,val_top1_m2db_%,val_top1_m3db_%,val_top2_m0db_%,val_top2_m1db_%,val_top2_m2db_%,val_top2_m3db_%,val_top3_m0db_%,val_top3_m1db_%,val_top3_m2db_%,val_top3_m3db_%,val_top4_m0db_%,val_top4_m1db_%,val_top4_m2db_%,val_top4_m3db_%,val_avg_rsrp_loss_db,val_p95_rsrp_loss_db,test_top1_%,test_top2_incl_%,test_top3_incl_%,test_top4_incl_%,test_top1_m0db_%,test_top1_m1db_%,test_top1_m2db_%,test_top1_m3db_%,test_top2_m0db_%,test_top2_m1db_%,test_top2_m2db_%,test_top2_m3db_%,test_top3_m0db_%,test_top3_m1db_%,test_top3_m2db_%,test_top3_m3db_%,test_top4_m0db_%,test_top4_m1db_%,test_top4_m2db_%,test_top4_m3db_%,test_avg_rsrp_loss_db,test_p95_rsrp_loss_db
1,1.010562,1.010562,0.000000,95.866667,95.350000,15.183683,66.950000,85.183333,92.433333,95.650000,66.950000,77.033333,83.133333,86.950000,85.183333,90.683333,93.883333,95.700000,92.433333,95.866667,97.450000,98.300000,95.650000,97.850000,98.750000,99.200000,1.354011,8.427410,67.233333,85.316667,92.183333,95.166667,67.233333,76.850000,82.950000,87.000000,85.316667,90.816667,93.816667,95.516667,92.183333,95.350000,96.766667,97.716667,95.166667,97.233333,98.200000,98.783333,1.407668,9.165533
2,0.750551,0.750551,0.000000,97.416667,97.000000,15.494542,72.933333,89.483333,94.950000,97.216667,72.933333,83.250000,88.400000,91.466667,89.483333,93.783333,96.033333,97.650000,94.950000,97.416667,98.583333,99.183333,97.216667,98.633333,99.333333,99.633333,0.933343,5.503184,73.516667,89.400000,94.633333,97.066667,73.516667,83.366667,88.683333,91.983333,89.400000,93.700000,95.983333,97.200000,94.633333,97.000000,98.200000,98.783333,97.066667,98.383333,99.066667,99.450000,0.860762,4.702356
3,0.697978,0.697978,0.000000,98.133333,97.650000,15.328748,75.983333,91.066667,95.850000,97.700000,75.983333,85.083333,89.650000,92.300000,91.066667,95.200000,97.133333,98.150000,95.850000,98.133333,98.966667,99.300000,97.700000,99.116667,99.583333,99.716667,0.783750,4.691197,75.100000,90.533333,95.283333,97.516667,75.100000,84.483333,89.533333,92.550000,90.533333,94.666667,96.633333,97.650000,95.283333,97.650000,98.400000,98.883333,97.516667,98.666667,99.116667,99.366667,0.833143,4.589803
4,0.663293,0.663293,0.000000,98.233333,97.683333,15.259487,76.850000,91.666667,96.133333,97.966667,76.850000,85.466667,89.633333,92.216667,91.666667,95.350000,97.250000,98.266667,96.133333,98.233333,98.966667,99.400000,97.966667,99.083333,99.550000,99.783333,0.806446,5.152717,76.700000,90.983333,95.483333,97.383333,76.700000,85.200000,89.616667,92.233333,90.983333,94.816667,96.566667,97.616667,95.483333,97.683333,98.683333,99.000000,97.383333,98.600000,99.200000,99.366667,0.860013,5.083175
5,0.645752,0.645752,0.000000,98.250000,97.833333,15.262577,76.616667,91.633333,96.166667,97.983333,76.616667,85.533333,89.900000,92.533333,91.633333,95.500000,97.283333,98.233333,96.166667,98.250000,99.066667,99.400000,97.983333,99.100000,99.550000,99.733333,0.743021,4.595155,76.316667,91.416667,95.866667,97.483333,76.316667,85.066667,89.916667,92.600000,91.416667,95.116667,96.666667,97.750000,95.866667,97.833333,98.466667,98.950000,97.483333,98.750000,99.150000,99.400000,0.822495,4.666999
6,0.626804,0.626804,0.000000,98.066667,97.550000,14.924790,76.550000,91.433333,95.966667,97.883333,76.550000,85.366667,90.216667,92.900000,91.433333,95.250000,97.233333,98.250000,95.966667,98.066667,98.850000,99.233333,97.883333,99.150000,99.566667,99.700000,0.770689,4.336917,77.350000,91.500000,95.450000,97.400000,77.350000,85.733333,90.233333,92.800000,91.500000,95.050000,96.683333,97.650000,95.450000,97.550000,98.500000,98.883333,97.400000,98.550000,99.100000,99.333333,0.812589,4.678814
7,0.620408,0.620408,0.000000,98.233333,97.683333,15.971916,77.083333,91.916667,96.266667,98.033333,77.083333,85.983333,90.166667,92.750000,91.916667,95.633333,97.366667,98.350000,96.266667,98.233333,99.166667,99.500000,98.033333,99.233333,99.566667,99.750000,0.735001,4.363629,77.066667,91.583333,95.600000,97.550000,77.066667,85.700000,90.266667,93.000000,91.583333,95.233333,96.866667,97.916667,95.600000,97.683333,98.500000,98.950000,97.550000,98.683333,99.216667,99.433333,0.751714,4.181456
8,0.606631,0.606631,0.000000,98.583333,97.933333,15.946882,77.733333,92.500000,96.550000,98.050000,77.733333,86.683333,90.533333,93.233333,92.500000,95.983333,97.700000,98.516667,96.550000,98.583333,99.316667,99.566667,98.050000,99.200000,99.583333,99.750000,0.713501,4.234014,77.600000,92.066667,96.266667,97.583333,77.600000,86.333333,90.533333,92.866667,92.066667,95.650000,97.266667,98.150000,96.266667,97.933333,98.633333,98.950000,97.583333,98.666667,99.116667,99.350000,0.764691,4.381987
9,0.597728,0.597728,0.000000,98.333333,97.850000,15.932227,77.100000,91.516667,96.250000,98.083333,77.100000,85.950000,90.250000,92.833333,91.516667,95.533333,97.366667,98.316667,96.250000,98.333333,99.033333,99.383333,98.083333,99.250000,99.566667,99.683333,0.740317,4.535794,77.183333,91.766667,95.933333,97.650000,77.183333,85.700000,90.000000,92.666667,91.766667,95.383333,97.000000,98.083333,95.933333,97.850000,98.733333,99.083333,97.650000,98.766667,99.183333,99.400000,0.813640,4.605575
10,0.589399,0.589399,0.000000,98.283333,97.966667,15.964527,78.716667,92.300000,96.366667,98.433333,78.716667,87.116667,91.133333,93.583333,92.300000,95.983333,97.616667,98.500000,96.366667,98.283333,99.066667,99.450000,98.433333,99.366667,99.683333,99.750000,0.675614,4.002223,79.500000,92.250000,96.100000,97.816667,79.500000,87.500000,91.266667,93.550000,92.250000,95.600000,97.233333,98.183333,96.100000,97.966667,98.683333,99.066667,97.816667,98.900000,99.400000,99.600000,0.700442,3.945226
11,0.586401,0.586401,0.000000,98.383333,98.100000,15.865278,78.183333,92.500000,96.500000,98.183333,78.183333,86.800000,91.000000,93.416667,92.500000,95.916667,97.616667,98.433333,96.500000,98.383333,99.016667,99.366667,98.183333,99.200000,99.566667,99.716667,0.707462,4.160257,78.883333,92.000000,96.116667,97.733333,78.883333,87.166667,91.183333,93.333333,92.000000,95.500000,97.183333,98.083333,96.116667,98.100000,98.800000,99.150000,97.733333,98.850000,99.300000,99.483333,0.731610,4.164077
12,0.578117,0.578117,0.000000,98.400000,97.916667,15.786313,78.050000,92.266667,96.516667,98.033333,78.050000,86.650000,90.800000,93.366667,92.266667,95.833333,97.600000,98.400000,96.516667,98.400000,99.100000,99.416667,98.033333,99.200000,99.550000,99.683333,0.676492,4.122327,78.000000,92.216667,95.933333,97.766667,78.000000,86.700000,91.050000,93.450000,92.216667,95.783333,97.400000,98.166667,95.933333,97.916667,98.766667,99.083333,97.766667,98.883333,99.366667,99.566667,0.714170,4.009311
13,0.569480,0.569480,0.000000,98.266667,97.750000,15.958593,77.916667,92.116667,96.316667,98.366667,77.916667,86.033333,90.316667,93.050000,92.116667,95.666667,97.516667,98.466667,96.316667,98.266667,99.050000,99.416667,98.366667,99.333333,99.583333,99.683333,0.711819,4.253899,78.266667,91.883333,95.916667,97.716667,78.266667,86.500000,90.683333,93.183333,91.883333,95.233333,97.050000,97.966667,95.916667,97.750000,98.600000,98.983333,97.716667,98.733333,99.216667,99.433333,0.741968,4.292049
