seed,method,freeze,blockage_%,train_frac,train_samples,ft_epochs,selected_epoch,total_params,trainable_params,train_time_s,eval_time_s,val_acc_%,test_acc_%,val_top1_%,val_top2_incl_%,val_top3_incl_%,val_top4_incl_%,val_top1_m0db_%,val_top1_m1db_%,val_top1_m2db_%,val_top1_m3db_%,val_top2_m0db_%,val_top2_m1db_%,val_top2_m2db_%,val_top2_m3db_%,val_top3_m0db_%,val_top3_m1db_%,val_top3_m2db_%,val_top3_m3db_%,val_top4_m0db_%,val_top4_m1db_%,val_top4_m2db_%,val_top4_m3db_%,val_avg_rsrp_loss_db,val_p95_rsrp_loss_db,test_top1_%,test_top2_incl_%,test_top3_incl_%,test_top4_incl_%,test_top1_m0db_%,test_top1_m1db_%,test_top1_m2db_%,test_top1_m3db_%,test_top2_m0db_%,test_top2_m1db_%,test_top2_m2db_%,test_top2_m3db_%,test_top3_m0db_%,test_top3_m1db_%,test_top3_m2db_%,test_top3_m3db_%,test_top4_m0db_%,test_top4_m1db_%,test_top4_m2db_%,test_top4_m3db_%,test_avg_rsrp_loss_db,test_p95_rsrp_loss_db
456,MAX-SETB,none,0,0.000000,0,0,0,0,0,0.000000,0.005362,33.433333,34.383333,24.600000,24.600000,24.600000,24.600000,24.600000,33.433333,42.683333,52.100000,24.600000,33.433333,42.683333,52.100000,24.600000,33.433333,42.683333,52.100000,24.600000,33.433333,42.683333,52.100000,3.957346,12.730608,24.800000,24.800000,24.800000,24.800000,24.800000,34.383333,44.566667,54.616667,24.800000,34.383333,44.566667,54.616667,24.800000,34.383333,44.566667,54.616667,24.800000,34.383333,44.566667,54.616667,3.831214,12.545965
456,NN-ANGLE,none,0,0.000000,0,0,0,0,0,0.000000,0.010676,68.883333,69.666667,24.600000,45.733333,61.166667,65.733333,24.600000,33.433333,42.683333,52.100000,45.733333,53.383333,60.633333,67.183333,61.166667,68.883333,76.133333,81.566667,65.733333,72.633333,79.266667,84.100000,3.957346,12.730608,24.800000,46.533333,61.616667,66.700000,24.800000,34.383333,44.566667,54.616667,46.533333,54.950000,62.416667,68.900000,61.616667,69.666667,76.650000,81.666667,66.700000,73.366667,79.716667,84.116667,3.831214,12.545965
456,MAX-SETB,none,20,0.000000,0,0,0,0,0,0.000000,0.003736,28.483333,29.366667,21.483333,21.483333,21.483333,21.483333,21.483333,28.483333,35.683333,43.416667,21.483333,28.483333,35.683333,43.416667,21.483333,28.483333,35.683333,43.416667,21.483333,28.483333,35.683333,43.416667,4.948045,13.788764,21.783333,21.783333,21.783333,21.783333,21.783333,29.366667,37.333333,45.516667,21.783333,29.366667,37.333333,45.516667,21.783333,29.366667,37.333333,45.516667,21.783333,29.366667,37.333333,45.516667,4.827679,13.706062
456,NN-ANGLE,none,20,0.000000,0,0,0,0,0,0.000000,0.010748,67.100000,67.383333,21.483333,39.200000,59.066667,63.516667,21.483333,28.483333,35.683333,43.416667,39.200000,46.600000,53.666667,60.383333,59.066667,67.100000,74.733333,80.600000,63.516667,70.733333,77.733333,83.066667,4.948045,13.788764,21.783333,39.550000,59.033333,64.116667,21.783333,29.366667,37.333333,45.516667,39.550000,47.433333,54.400000,61.166667,59.033333,67.383333,74.616667,80.050000,64.116667,71.200000,77.833333,82.766667,4.827679,13.706062
456,MAX-SETB,none,40,0.000000,0,0,0,0,0,0.000000,0.003520,28.483333,29.366667,21.483333,21.483333,21.483333,21.483333,21.483333,28.483333,35.683333,43.416667,21.483333,28.483333,35.683333,43.416667,21.483333,28.483333,35.683333,43.416667,21.483333,28.483333,35.683333,43.416667,4.948045,13.788764,21.783333,21.783333,21.783333,21.783333,21.783333,29.366667,37.333333,45.516667,21.783333,29.366667,37.333333,45.516667,21.783333,29.366667,37.333333,45.516667,21.783333,29.366667,37.333333,45.516667,4.827679,13.706062
456,NN-ANGLE,none,40,0.000000,0,0,0,0,0,0.000000,0.010368,67.100000,67.383333,21.483333,39.200000,59.066667,63.516667,21.483333,28.483333,35.683333,43.416667,39.200000,46.600000,53.666667,60.383333,59.066667,67.100000,74.733333,80.600000,63.516667,70.733333,77.733333,83.066667,4.948045,13.788764,21.783333,39.550000,59.033333,64.116667,21.783333,29.366667,37.333333,45.516667,39.550000,47.433333,54.400000,61.166667,59.033333,67.383333,74.616667,80.050000,64.116667,71.200000,77.833333,82.766667,4.827679,13.706062
456,MAX-SETB,none,60,0.000000,0,0,0,0,0,0.000000,0.003579,28.483333,29.366667,21.483333,21.483333,21.483333,21.483333,21.483333,28.483333,35.683333,43.416667,21.483333,28.483333,35.683333,43.416667,21.483333,28.483333,35.683333,43.416667,21.483333,28.483333,35.683333,43.416667,4.948045,13.788764,21.783333,21.783333,21.783333,21.783333,21.783333,29.366667,37.333333,45.516667,21.783333,29.366667,37.333333,45.516667,21.783333,29.366667,37.333333,45.516667,21.783333,29.366667,37.333333,45.516667,4.827679,13.706062
456,NN-ANGLE,none,60,0.000000,0,0,0,0,0,0.000000,0.010355,67.100000,67.383333,21.483333,39.200000,59.066667,63.516667,21.483333,28.483333,35.683333,43.416667,39.200000,46.600000,53.666667,60.383333,59.066667,67.100000,74.733333,80.600000,63.516667,70.733333,77.733333,83.066667,4.948045,13.788764,21.783333,39.550000,59.033333,64.116667,21.783333,29.366667,37.333333,45.516667,39.550000,47.433333,54.400000,61.166667,59.033333,67.383333,74.616667,80.050000,64.116667,71.200000,77.833333,82.766667,4.827679,13.706062
456,MAX-SETB,none,80,0.000000,0,0,0,0,0,0.000000,0.003302,28.483333,29.366667,21.483333,21.483333,21.483333,21.483333,21.483333,28.483333,35.683333,43.416667,21.483333,28.483333,35.683333,43.416667,21.483333,28.483333,35.683333,43.416667,21.483333,28.483333,35.683333,43.416667,4.948045,13.788764,21.783333,21.783333,21.783333,21.783333,21.783333,29.366667,37.333333,45.516667,21.783333,29.366667,37.333333,45.516667,21.783333,29.366667,37.333333,45.516667,21.783333,29.366667,37.333333,45.516667,4.827679,13.706062
456,NN-ANGLE,none,80,0.000000,0,0,0,0,0,0.000000,0.010172,67.100000,67.383333,21.483333,39.200000,59.066667,63.516667,21.483333,28.483333,35.683333,43.416667,39.200000,46.600000,53.666667,60.383333,59.066667,67.100000,74.733333,80.600000,63.516667,70.733333,77.733333,83.066667,4.948045,13.788764,21.783333,39.550000,59.033333,64.116667,21.783333,29.366667,37.333333,45.516667,39.550000,47.433333,54.400000,61.166667,59.033333,67.383333,74.616667,80.050000,64.116667,71.200000,77.833333,82.766667,4.827679,13.706062
456,MAX-SETB,none,100,0.000000,0,0,0,0,0,0.000000,0.003544,28.483333,29.366667,21.483333,21.483333,21.483333,21.483333,21.483333,28.483333,35.683333,43.416667,21.483333,28.483333,35.683333,43.416667,21.483333,28.483333,35.683333,43.416667,21.483333,28.483333,35.683333,43.416667,4.948045,13.788764,21.783333,21.783333,21.783333,21.783333,21.783333,29.366667,37.333333,45.516667,21.783333,29.366667,37.333333,45.516667,21.783333,29.366667,37.333333,45.516667,21.783333,29.366667,37.333333,45.516667,4.827679,13.706062
