seed,method,freeze,blockage_%,train_frac,train_samples,ft_epochs,selected_epoch,total_params,trainable_params,train_time_s,eval_time_s,val_acc_%,test_acc_%,val_top1_%,val_top2_incl_%,val_top3_incl_%,val_top4_incl_%,val_top1_m0db_%,val_top1_m1db_%,val_top1_m2db_%,val_top1_m3db_%,val_top2_m0db_%,val_top2_m1db_%,val_top2_m2db_%,val_top2_m3db_%,val_top3_m0db_%,val_top3_m1db_%,val_top3_m2db_%,val_top3_m3db_%,val_top4_m0db_%,val_top4_m1db_%,val_top4_m2db_%,val_top4_m3db_%,val_avg_rsrp_loss_db,val_p95_rsrp_loss_db,test_top1_%,test_top2_incl_%,test_top3_incl_%,test_top4_incl_%,test_top1_m0db_%,test_top1_m1db_%,test_top1_m2db_%,test_top1_m3db_%,test_top2_m0db_%,test_top2_m1db_%,test_top2_m2db_%,test_top2_m3db_%,test_top3_m0db_%,test_top3_m1db_%,test_top3_m2db_%,test_top3_m3db_%,test_top4_m0db_%,test_top4_m1db_%,test_top4_m2db_%,test_top4_m3db_%,test_avg_rsrp_loss_db,test_p95_rsrp_loss_db
456,MAX-SETB,none,0,0.000000,0,0,0,0,0,0.000000,0.007440,33.433333,34.383333,24.600000,24.600000,24.600000,24.600000,24.600000,33.433333,42.683333,52.100000,24.600000,33.433333,42.683333,52.100000,24.600000,33.433333,42.683333,52.100000,24.600000,33.433333,42.683333,52.100000,3.957346,12.730608,24.800000,24.800000,24.800000,24.800000,24.800000,34.383333,44.566667,54.616667,24.800000,34.383333,44.566667,54.616667,24.800000,34.383333,44.566667,54.616667,24.800000,34.383333,44.566667,54.616667,3.831214,12.545965
456,NN-ANGLE,none,0,0.000000,0,0,0,0,0,0.000000,0.012247,68.883333,69.666667,24.600000,45.733333,61.166667,65.733333,24.600000,33.433333,42.683333,52.100000,45.733333,53.383333,60.633333,67.183333,61.166667,68.883333,76.133333,81.566667,65.733333,72.633333,79.266667,84.100000,3.957346,12.730608,24.800000,46.533333,61.616667,66.700000,24.800000,34.383333,44.566667,54.616667,46.533333,54.950000,62.416667,68.900000,61.616667,69.666667,76.650000,81.666667,66.700000,73.366667,79.716667,84.116667,3.831214,12.545965
456,MAX-SETB,none,20,0.000000,0,0,0,0,0,0.000000,0.005801,32.983333,34.050000,24.433333,24.433333,24.433333,24.433333,24.433333,32.983333,42.000000,50.933333,24.433333,32.983333,42.000000,50.933333,24.433333,32.983333,42.000000,50.933333,24.433333,32.983333,42.000000,50.933333,4.222793,13.540822,24.633333,24.633333,24.633333,24.633333,24.633333,34.050000,43.933333,53.716667,24.633333,34.050000,43.933333,53.716667,24.633333,34.050000,43.933333,53.716667,24.633333,34.050000,43.933333,53.716667,4.044171,13.165587
456,NN-ANGLE,none,20,0.000000,0,0,0,0,0,0.000000,0.012262,65.733333,67.183333,24.433333,45.833333,58.733333,64.316667,24.433333,32.983333,42.000000,50.933333,45.833333,53.400000,60.600000,66.800000,58.733333,65.733333,72.033333,77.100000,64.316667,70.933333,77.200000,81.833333,4.222793,13.540822,24.633333,46.716667,59.550000,65.416667,24.633333,34.050000,43.933333,53.716667,46.716667,55.350000,62.816667,69.083333,59.550000,67.183333,73.600000,78.400000,65.416667,71.983333,78.316667,82.650000,4.044171,13.165587
456,MAX-SETB,none,40,0.000000,0,0,0,0,0,0.000000,0.004003,32.983333,34.050000,24.433333,24.433333,24.433333,24.433333,24.433333,32.983333,42.000000,50.933333,24.433333,32.983333,42.000000,50.933333,24.433333,32.983333,42.000000,50.933333,24.433333,32.983333,42.000000,50.933333,4.222793,13.540822,24.633333,24.633333,24.633333,24.633333,24.633333,34.050000,43.933333,53.716667,24.633333,34.050000,43.933333,53.716667,24.633333,34.050000,43.933333,53.716667,24.633333,34.050000,43.933333,53.716667,4.044171,13.165587
456,NN-ANGLE,none,40,0.000000,0,0,0,0,0,0.000000,0.011127,65.733333,67.183333,24.433333,45.833333,58.733333,64.316667,24.433333,32.983333,42.000000,50.933333,45.833333,53.400000,60.600000,66.800000,58.733333,65.733333,72.033333,77.100000,64.316667,70.933333,77.200000,81.833333,4.222793,13.540822,24.633333,46.716667,59.550000,65.416667,24.633333,34.050000,43.933333,53.716667,46.716667,55.350000,62.816667,69.083333,59.550000,67.183333,73.600000,78.400000,65.416667,71.983333,78.316667,82.650000,4.044171,13.165587
456,MAX-SETB,none,60,0.000000,0,0,0,0,0,0.000000,0.003426,32.983333,34.050000,24.433333,24.433333,24.433333,24.433333,24.433333,32.983333,42.000000,50.933333,24.433333,32.983333,42.000000,50.933333,24.433333,32.983333,42.000000,50.933333,24.433333,32.983333,42.000000,50.933333,4.222793,13.540822,24.633333,24.633333,24.633333,24.633333,24.633333,34.050000,43.933333,53.716667,24.633333,34.050000,43.933333,53.716667,24.633333,34.050000,43.933333,53.716667,24.633333,34.050000,43.933333,53.716667,4.044171,13.165587
456,NN-ANGLE,none,60,0.000000,0,0,0,0,0,0.000000,0.012130,65.733333,67.183333,24.433333,45.833333,58.733333,64.316667,24.433333,32.983333,42.000000,50.933333,45.833333,53.400000,60.600000,66.800000,58.733333,65.733333,72.033333,77.100000,64.316667,70.933333,77.200000,81.833333,4.222793,13.540822,24.633333,46.716667,59.550000,65.416667,24.633333,34.050000,43.933333,53.716667,46.716667,55.350000,62.816667,69.083333,59.550000,67.183333,73.600000,78.400000,65.416667,71.983333,78.316667,82.650000,4.044171,13.165587
456,MAX-SETB,none,80,0.000000,0,0,0,0,0,0.000000,0.004509,32.983333,34.050000,24.433333,24.433333,24.433333,24.433333,24.433333,32.983333,42.000000,50.933333,24.433333,32.983333,42.000000,50.933333,24.433333,32.983333,42.000000,50.933333,24.433333,32.983333,42.000000,50.933333,4.222793,13.540822,24.633333,24.633333,24.633333,24.633333,24.633333,34.050000,43.933333,53.716667,24.633333,34.050000,43.933333,53.716667,24.633333,34.050000,43.933333,53.716667,24.633333,34.050000,43.933333,53.716667,4.044171,13.165587
456,NN-ANGLE,none,80,0.000000,0,0,0,0,0,0.000000,0.012655,65.733333,67.183333,24.433333,45.833333,58.733333,64.316667,24.433333,32.983333,42.000000,50.933333,45.833333,53.400000,60.600000,66.800000,58.733333,65.733333,72.033333,77.100000,64.316667,70.933333,77.200000,81.833333,4.222793,13.540822,24.633333,46.716667,59.550000,65.416667,24.633333,34.050000,43.933333,53.716667,46.716667,55.350000,62.816667,69.083333,59.550000,67.183333,73.600000,78.400000,65.416667,71.983333,78.316667,82.650000,4.044171,13.165587
456,MAX-SETB,none,100,0.000000,0,0,0,0,0,0.000000,0.004699,32.983333,34.050000,24.433333,24.433333,24.433333,24.433333,24.433333,32.983333,42.000000,50.933333,24.433333,32.983333,42.000000,50.933333,24.433333,32.983333,42.000000,50.933333,24.433333,32.983333,42.000000,50.933333,4.222793,13.540822,24.633333,24.633333,24.633333,24.633333,24.633333,34.050000,43.933333,53.716667,24.633333,34.050000,43.933333,53.716667,24.633333,34.050000,43.933333,53.716667,24.633333,34.050000,43.933333,53.716667,4.044171,13.165587
456,NN-ANGLE,none,100,0.000000,0,0,0,0,0,0.000000,0.012778,65.733333,67.183333,24.433333,45.833333,58.733333,64.316667,24.433333,32.983333,42.000000,50.933333,45.833333,53.400000,60.600000,66.800000,58.733333,65.733333,72.033333,77.100000,64.316667,70.933333,77.200000,81.833333,4.222793,13.540822,24.633333,46.716667,59.550000,65.416667,24.633333,34.050000,43.933333,53.716667,46.716667,55.350000,62.816667,69.083333,59.550000,67.183333,73.600000,78.400000,65.416667,71.983333,78.316667,82.650000,4.044171,13.165587
