epoch,train_loss_total,train_loss_ce,train_loss_kpi,val_acc_%,test_acc_%,epoch_time_s,val_top1_%,val_top2_incl_%,val_top3_incl_%,val_top4_incl_%,val_top1_m0db_%,val_top1_m1db_%,val_top1_m2db_%,val_top1_m3db_%,val_top2_m0db_%,val_top2_m1db_%,val_top2_m2db_%,val_top2_m3db_%,val_top3_m0db_%,val_top3_m1db_%,val_top3_m2db_%,val_top3_m3db_%,val_top4_m0db_%,val_top4_m1db_%,val_top4_m2db_%,val_top4_m3db_%,val_avg_rsrp_loss_db,val_p95_rsrp_loss_db,test_top1_%,test_top2_incl_%,test_top3_incl_%,test_top4_incl_%,test_top1_m0db_%,test_top1_m1db_%,test_top1_m2db_%,test_top1_m3db_%,test_top2_m0db_%,test_top2_m1db_%,test_top2_m2db_%,test_top2_m3db_%,test_top3_m0db_%,test_top3_m1db_%,test_top3_m2db_%,test_top3_m3db_%,test_top4_m0db_%,test_top4_m1db_%,test_top4_m2db_%,test_top4_m3db_%,test_avg_rsrp_loss_db,test_p95_rsrp_loss_db
1,1.719335,1.719335,0.000000,91.250000,91.683333,0.630227,60.300000,79.316667,86.800000,91.033333,60.300000,70.550000,77.216667,81.800000,79.316667,85.700000,89.500000,91.800000,86.800000,91.250000,93.783333,95.350000,91.033333,94.016667,95.800000,97.083333,2.045901,13.161581,61.216667,79.850000,87.233333,90.850000,61.233333,71.683333,77.916667,82.516667,79.850000,85.983333,90.066667,92.333333,87.233333,91.683333,94.400000,95.816667,90.850000,94.016667,96.183333,97.266667,1.977620,12.878395
2,1.123400,1.123400,0.000000,94.383333,94.333333,0.611751,67.016667,84.866667,91.066667,93.683333,67.016667,77.333333,83.650000,87.433333,84.866667,90.166667,93.133333,95.083333,91.066667,94.383333,96.116667,97.483333,93.683333,95.850000,97.300000,98.366667,1.411703,8.690943,66.716667,85.533333,91.133333,94.083333,66.733333,77.033333,83.600000,87.566667,85.533333,90.750000,93.750000,95.516667,91.133333,94.333333,96.416667,97.500000,94.083333,96.150000,97.566667,98.466667,1.411038,8.547382
3,0.975148,0.975148,0.000000,94.483333,94.566667,0.598589,66.366667,84.850000,91.166667,94.033333,66.366667,76.433333,82.733333,86.616667,84.850000,90.133333,93.000000,95.066667,91.166667,94.483333,96.383333,97.566667,94.033333,96.050000,97.366667,98.400000,1.567376,10.245152,66.550000,85.533333,91.383333,94.583333,66.566667,76.566667,83.116667,87.166667,85.533333,90.500000,93.483333,95.316667,91.383333,94.566667,96.500000,97.550000,94.583333,96.450000,97.716667,98.433333,1.531543,9.940453
4,0.918686,0.918686,0.000000,95.100000,95.500000,0.594679,68.600000,86.133333,92.100000,94.566667,68.600000,79.266667,85.150000,88.983333,86.133333,91.400000,94.200000,96.016667,92.100000,95.100000,96.733333,98.000000,94.566667,96.683333,97.850000,98.750000,1.276569,7.428216,68.550000,86.350000,92.533333,95.150000,68.550000,78.833333,85.150000,89.200000,86.350000,91.566667,94.550000,96.133333,92.533333,95.500000,97.066667,98.016667,95.150000,97.050000,98.133333,98.883333,1.287158,7.620693
5,0.878480,0.878480,0.000000,95.183333,95.583333,0.588139,69.950000,86.433333,92.266667,95.066667,69.950000,80.283333,86.000000,89.666667,86.433333,91.533333,94.316667,96.166667,92.266667,95.183333,96.783333,97.966667,95.066667,96.950000,97.900000,98.750000,1.198991,7.023108,69.150000,86.500000,92.750000,95.316667,69.150000,79.483333,85.783333,89.666667,86.500000,91.616667,94.600000,96.216667,92.750000,95.583333,97.083333,97.966667,95.316667,97.083333,98.150000,98.850000,1.229730,7.198184
6,0.842085,0.842085,0.000000,95.350000,95.700000,0.599998,70.200000,86.816667,92.400000,95.500000,70.200000,80.566667,86.483333,89.916667,86.816667,91.750000,94.450000,96.266667,92.400000,95.350000,96.883333,98.066667,95.500000,97.233333,98.050000,98.866667,1.131541,6.443045,69.466667,86.816667,92.933333,95.433333,69.466667,79.900000,85.933333,89.800000,86.816667,91.966667,94.716667,96.383333,92.933333,95.700000,97.133333,98.100000,95.433333,97.183333,98.233333,98.966667,1.206981,6.959096
7,0.812618,0.812618,0.000000,95.916667,96.000000,0.608976,70.850000,87.083333,93.100000,95.833333,70.850000,81.016667,86.316667,89.583333,87.083333,92.150000,94.633333,96.483333,93.100000,95.916667,97.216667,98.483333,95.833333,97.516667,98.316667,99.050000,1.207005,7.204460,70.633333,87.583333,93.450000,95.966667,70.633333,80.616667,86.200000,89.816667,87.583333,92.300000,94.833333,96.433333,93.450000,96.000000,97.516667,98.350000,95.966667,97.533333,98.516667,99.133333,1.225527,7.403919
8,0.786701,0.786701,0.000000,96.100000,96.283333,0.594133,71.233333,87.316667,93.583333,96.433333,71.233333,81.300000,86.566667,89.933333,87.316667,92.300000,94.683333,96.316667,93.583333,96.100000,97.266667,98.283333,96.433333,97.900000,98.483333,99.050000,1.112350,6.696845,71.300000,88.066667,93.583333,96.133333,71.300000,81.233333,86.666667,90.416667,88.066667,92.750000,95.216667,96.783333,93.583333,96.283333,97.600000,98.483333,96.133333,97.783333,98.583333,99.216667,1.111896,6.418905
9,0.767836,0.767836,0.000000,96.016667,96.000000,0.606726,71.283333,87.366667,93.433333,96.550000,71.283333,81.183333,86.700000,90.016667,87.366667,92.016667,94.350000,96.050000,93.433333,96.016667,97.216667,98.183333,96.550000,98.050000,98.533333,99.066667,1.119602,6.733755,71.150000,87.666667,93.366667,96.150000,71.150000,81.183333,86.366667,90.250000,87.666667,92.516667,94.900000,96.383333,93.366667,96.000000,97.300000,98.250000,96.150000,97.683333,98.466667,99.100000,1.126898,6.529185
10,0.754149,0.754149,0.000000,96.366667,96.450000,0.593884,71.850000,87.683333,93.833333,96.600000,71.850000,81.883333,87.016667,90.366667,87.683333,92.350000,94.650000,96.466667,93.833333,96.366667,97.500000,98.466667,96.600000,98.016667,98.566667,99.116667,1.108217,6.388872,71.833333,88.333333,93.816667,96.266667,71.833333,81.783333,86.700000,90.350000,88.333333,92.750000,95.283333,96.866667,93.816667,96.450000,97.666667,98.533333,96.266667,97.933333,98.750000,99.250000,1.156260,6.857374
