seed,method,freeze,blockage_%,train_frac,train_samples,ft_epochs,selected_epoch,total_params,trainable_params,train_time_s,eval_time_s,val_acc_%,test_acc_%,val_top1_%,val_top2_incl_%,val_top3_incl_%,val_top4_incl_%,val_top1_m0db_%,val_top1_m1db_%,val_top1_m2db_%,val_top1_m3db_%,val_top2_m0db_%,val_top2_m1db_%,val_top2_m2db_%,val_top2_m3db_%,val_top3_m0db_%,val_top3_m1db_%,val_top3_m2db_%,val_top3_m3db_%,val_top4_m0db_%,val_top4_m1db_%,val_top4_m2db_%,val_top4_m3db_%,val_avg_rsrp_loss_db,val_p95_rsrp_loss_db,test_top1_%,test_top2_incl_%,test_top3_incl_%,test_top4_incl_%,test_top1_m0db_%,test_top1_m1db_%,test_top1_m2db_%,test_top1_m3db_%,test_top2_m0db_%,test_top2_m1db_%,test_top2_m2db_%,test_top2_m3db_%,test_top3_m0db_%,test_top3_m1db_%,test_top3_m2db_%,test_top3_m3db_%,test_top4_m0db_%,test_top4_m1db_%,test_top4_m2db_%,test_top4_m3db_%,test_avg_rsrp_loss_db,test_p95_rsrp_loss_db
123,FT,freeze_head,40,1.000000,108000,1,1,82096,4784,199.568221,0.000000,93.433333,93.433333,66.350000,82.700000,90.066667,94.233333,66.350000,74.533333,79.633333,83.233333,82.700000,87.433333,90.183333,92.200000,90.066667,93.433333,95.133333,96.200000,94.233333,96.250000,97.300000,97.816667,1.995183,12.711842,66.500000,83.166667,90.266667,94.250000,66.500000,74.666667,79.600000,82.933333,83.166667,87.966667,90.550000,92.383333,90.266667,93.433333,95.000000,96.216667,94.250000,96.150000,96.983333,97.716667,2.077291,13.738331
123,FT,freeze_head,40,1.000000,108000,2,2,82096,4784,199.568221,0.000000,93.866667,93.750000,66.216667,83.366667,91.033333,94.833333,66.216667,74.250000,79.850000,83.733333,83.366667,88.066667,90.850000,92.866667,91.033333,93.866667,95.366667,96.416667,94.833333,96.716667,97.633333,98.066667,1.978462,12.895530,67.033333,83.783333,90.816667,94.583333,67.033333,75.133333,80.100000,83.450000,83.783333,88.350000,90.933333,92.683333,90.816667,93.750000,95.366667,96.600000,94.583333,96.650000,97.466667,98.200000,1.994309,12.938249
123,FT,freeze_head,40,1.000000,108000,3,3,82096,4784,199.568221,0.000000,94.783333,94.483333,67.283333,84.483333,91.850000,95.350000,67.283333,74.716667,79.966667,83.516667,84.483333,88.966667,91.450000,93.333333,91.850000,94.783333,96.266667,97.183333,95.350000,97.233333,97.983333,98.416667,2.076554,13.060016,67.433333,84.850000,91.766667,95.333333,67.433333,75.166667,79.983333,83.433333,84.850000,89.083333,91.433333,93.166667,91.766667,94.483333,95.916667,97.066667,95.333333,97.183333,98.066667,98.733333,2.055813,12.679176
123,FT,freeze_head,40,1.000000,108000,5,5,82096,4784,199.568221,0.000000,94.883333,94.850000,68.350000,85.416667,92.183333,95.350000,68.350000,76.466667,81.766667,85.416667,85.416667,89.933333,92.616667,94.316667,92.183333,94.883333,96.350000,97.250000,95.350000,97.133333,98.100000,98.466667,1.777272,11.804383,68.466667,85.416667,92.000000,95.433333,68.466667,76.500000,81.450000,84.733333,85.416667,89.850000,92.183333,93.850000,92.000000,94.850000,96.250000,97.333333,95.433333,97.216667,98.000000,98.716667,1.823523,11.645725
123,FT,freeze_head,40,1.000000,108000,8,8,82096,4784,199.568221,0.000000,95.366667,95.366667,68.416667,85.666667,92.450000,95.533333,68.416667,76.050000,80.950000,84.616667,85.666667,90.150000,92.500000,94.383333,92.450000,95.366667,96.816667,97.716667,95.533333,97.450000,98.350000,98.750000,1.988606,12.963129,67.833333,85.950000,92.533333,95.650000,67.833333,76.150000,80.950000,84.433333,85.950000,90.583333,92.716667,94.450000,92.533333,95.366667,96.716667,97.766667,95.650000,97.433333,98.383333,98.983333,1.978447,12.830119
123,FT,freeze_head,40,1.000000,108000,10,8,82096,4784,199.568221,0.000000,95.366667,95.366667,68.416667,85.666667,92.450000,95.533333,68.416667,76.050000,80.950000,84.616667,85.666667,90.150000,92.500000,94.383333,92.450000,95.366667,96.816667,97.716667,95.533333,97.450000,98.350000,98.750000,1.988606,12.963129,67.833333,85.950000,92.533333,95.650000,67.833333,76.150000,80.950000,84.433333,85.950000,90.583333,92.716667,94.450000,92.533333,95.366667,96.716667,97.766667,95.650000,97.433333,98.383333,98.983333,1.978447,12.830119
123,FT,freeze_head,40,1.000000,108000,12,12,82096,4784,199.568221,0.000000,95.533333,95.583333,69.316667,86.166667,92.766667,95.750000,69.316667,77.183333,82.216667,85.866667,86.166667,90.383333,92.800000,94.633333,92.766667,95.533333,96.866667,97.750000,95.750000,97.633333,98.483333,98.800000,1.735409,11.483248,69.083333,86.533333,92.866667,96.016667,69.083333,77.333333,82.150000,85.466667,86.533333,90.933333,92.966667,94.733333,92.866667,95.583333,96.833333,97.850000,96.016667,97.883333,98.566667,99.083333,1.766589,11.265763
