epoch,train_loss_total,train_loss_ce,train_loss_kpi,val_acc_%,test_acc_%,epoch_time_s,val_top1_%,val_top2_incl_%,val_top3_incl_%,val_top4_incl_%,val_top1_m0db_%,val_top1_m1db_%,val_top1_m2db_%,val_top1_m3db_%,val_top2_m0db_%,val_top2_m1db_%,val_top2_m2db_%,val_top2_m3db_%,val_top3_m0db_%,val_top3_m1db_%,val_top3_m2db_%,val_top3_m3db_%,val_top4_m0db_%,val_top4_m1db_%,val_top4_m2db_%,val_top4_m3db_%,val_avg_rsrp_loss_db,val_p95_rsrp_loss_db,test_top1_%,test_top2_incl_%,test_top3_incl_%,test_top4_incl_%,test_top1_m0db_%,test_top1_m1db_%,test_top1_m2db_%,test_top1_m3db_%,test_top2_m0db_%,test_top2_m1db_%,test_top2_m2db_%,test_top2_m3db_%,test_top3_m0db_%,test_top3_m1db_%,test_top3_m2db_%,test_top3_m3db_%,test_top4_m0db_%,test_top4_m1db_%,test_top4_m2db_%,test_top4_m3db_%,test_avg_rsrp_loss_db,test_p95_rsrp_loss_db
1,1.540094,1.540094,0.000000,94.850000,94.583333,0.607844,59.033333,81.233333,90.833333,94.883333,59.033333,68.550000,75.083333,79.233333,81.233333,87.500000,91.366667,93.816667,90.833333,94.850000,96.966667,97.900000,94.883333,97.450000,98.533333,99.066667,2.190690,12.808609,58.066667,80.483333,90.400000,94.633333,58.066667,67.916667,74.466667,78.783333,80.483333,87.466667,91.483333,93.766667,90.400000,94.583333,96.666667,97.716667,94.633333,97.233333,98.400000,99.116667,2.260695,13.013645
2,1.088007,1.088007,0.000000,95.850000,95.566667,0.489339,66.183333,85.266667,92.083333,95.550000,66.183333,76.400000,82.683333,86.450000,85.266667,91.066667,94.050000,95.850000,92.083333,95.850000,97.616667,98.416667,95.550000,97.933333,98.883333,99.250000,1.426898,9.205006,64.816667,84.466667,91.750000,95.566667,64.816667,75.016667,81.450000,85.416667,84.466667,90.600000,93.816667,95.583333,91.750000,95.566667,97.433333,98.383333,95.566667,97.700000,98.600000,99.133333,1.581960,10.188912
3,0.955646,0.955646,0.000000,95.650000,95.716667,0.558700,66.850000,85.750000,92.416667,95.433333,66.850000,77.400000,83.566667,87.416667,85.750000,91.500000,94.416667,96.083333,92.416667,95.650000,97.233333,98.266667,95.433333,97.516667,98.500000,99.050000,1.294922,8.117328,66.050000,84.800000,92.066667,95.883333,66.050000,76.500000,83.266667,87.316667,84.800000,90.950000,93.916667,95.766667,92.066667,95.716667,97.183333,98.200000,95.883333,97.750000,98.566667,99.050000,1.396106,8.968729
4,0.891214,0.891214,0.000000,96.466667,96.033333,0.483812,66.750000,86.316667,93.400000,96.250000,66.750000,77.516667,83.466667,87.133333,86.316667,91.783333,94.533333,96.250000,93.400000,96.466667,97.933333,98.683333,96.250000,98.216667,99.016667,99.266667,1.330927,8.491104,65.516667,85.333333,92.916667,96.166667,65.516667,76.216667,82.866667,86.566667,85.333333,91.166667,93.866667,95.683333,92.916667,96.033333,97.450000,98.233333,96.166667,97.883333,98.616667,99.100000,1.458497,9.518134
5,0.847498,0.847498,0.000000,96.600000,96.233333,0.477995,68.750000,87.400000,93.733333,96.300000,68.750000,79.116667,84.700000,88.233333,87.400000,92.466667,95.166667,96.766667,93.733333,96.600000,97.866667,98.583333,96.300000,98.083333,98.816667,99.133333,1.230683,7.843072,67.966667,86.966667,93.316667,96.400000,67.966667,78.466667,84.433333,87.866667,86.966667,92.233333,94.800000,96.366667,93.316667,96.233333,97.633333,98.350000,96.400000,97.983333,98.666667,99.100000,1.332328,8.626280
6,0.791533,0.791533,0.000000,96.683333,96.450000,0.490461,70.016667,87.533333,93.616667,96.550000,70.016667,79.966667,85.433333,88.716667,87.533333,92.850000,95.366667,96.916667,93.616667,96.683333,98.033333,98.650000,96.550000,98.300000,99.000000,99.333333,1.174258,7.291265,68.850000,87.283333,93.383333,96.583333,68.850000,79.450000,85.033333,88.450000,87.283333,92.400000,94.900000,96.400000,93.383333,96.450000,97.900000,98.616667,96.583333,98.083333,98.816667,99.250000,1.292396,8.546249
7,0.764861,0.764861,0.000000,97.083333,96.750000,0.476837,70.516667,88.300000,94.183333,96.683333,70.516667,80.333333,85.766667,88.933333,88.300000,93.350000,95.800000,97.216667,94.183333,97.083333,98.300000,98.833333,96.683333,98.433333,99.083333,99.383333,1.132746,6.840589,69.966667,87.816667,93.966667,96.700000,69.966667,80.166667,85.716667,88.933333,87.816667,92.833333,95.316667,96.700000,93.966667,96.750000,98.033333,98.683333,96.700000,98.183333,98.850000,99.200000,1.230388,7.692123
8,0.734773,0.734773,0.000000,97.133333,96.766667,0.563254,70.483333,88.700000,94.516667,96.800000,70.483333,80.716667,86.116667,89.416667,88.700000,93.550000,96.083333,97.466667,94.516667,97.133333,98.366667,98.950000,96.800000,98.416667,99.150000,99.466667,1.118568,6.984827,70.533333,88.350000,94.133333,96.683333,70.533333,80.383333,85.900000,89.266667,88.350000,93.133333,95.666667,97.066667,94.133333,96.766667,97.966667,98.716667,96.683333,98.050000,98.783333,99.200000,1.194653,7.449524
9,0.705959,0.705959,0.000000,97.183333,96.650000,0.489736,69.916667,88.083333,94.416667,96.850000,69.916667,79.783333,85.250000,88.566667,88.083333,93.000000,95.500000,96.883333,94.416667,97.183333,98.516667,99.050000,96.850000,98.616667,99.266667,99.550000,1.195784,7.201004,69.266667,87.533333,93.783333,96.600000,69.266667,79.566667,85.133333,88.466667,87.533333,92.516667,95.000000,96.550000,93.783333,96.650000,97.950000,98.666667,96.600000,98.116667,98.850000,99.316667,1.284191,7.951659
10,0.714265,0.714265,0.000000,97.566667,97.183333,0.491750,71.766667,89.433333,95.083333,97.050000,71.766667,81.800000,87.100000,90.116667,89.433333,93.950000,96.316667,97.450000,95.083333,97.566667,98.650000,99.083333,97.050000,98.633333,99.266667,99.533333,1.025130,6.253225,71.033333,88.950000,94.650000,97.066667,71.033333,81.216667,86.666667,90.016667,88.950000,93.616667,95.850000,97.250000,94.650000,97.183333,98.216667,98.866667,97.066667,98.283333,98.983333,99.333333,1.117872,6.914405
